,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
4929,Jason Diaz,Male,57,Cultural Experience,Cold,Medium,Leisure,2,0,12,March,Bus
4930,Jean David,Female,59,Jungle,Cold,Medium,Leisure,1,1,13,April,Airplane
4931,Robert Nguyen,Male,50,Adventure Sports,Cold,High,Leisure,3,0,9,January,Ferry
4932,Nicole Roberts,Female,20,Cultural Experience,Cold,High,Business,4,0,5,January,Car
4933,Stephanie Martinez,Female,26,Theme Park,Cold,Low,Leisure,3,0,14,September,Ferry
4934,Daniel Torres,Male,43,Photography Expedition,Cold,Low,Leisure,2,0,13,June,Airplane
4935,Suzanne Bradley,Female,39,Science and Astronomy Tour,Cold,High,Leisure,1,0,5,July,Airplane
4936,Ashley Pace,Female,53,Shopping Extravaganza,Cold,Medium,Business,1,1,3,September,Airplane
4937,Julie Hunt,Male,38,Art and Architecture Tour,Cold,Low,Leisure,2,0,7,May,Car
4938,Luis Reed,Female,55,Science and Astronomy Tour,Cold,Low,Business,5,1,10,March,Car
4939,Paul Hall,Female,37,Spa Retreat,Cold,Low,Leisure,2,1,6,March,Ferry
4940,Melissa Cook,Male,25,Fishing Village,Hot,Low,Business,3,0,13,July,Train
4941,Debra Shaw,Female,43,Yoga and Wellness Retreat,Hot,High,Business,3,1,11,November,Train
4942,Ann Hill,Male,45,Mountain,Warm,Medium,Leisure,3,0,8,April,Bus
4943,Colin Gray,Male,60,Winery,Warm,High,Business,4,1,14,January,Bus
4944,Jermaine Jones,Female,18,Winery,Warm,Medium,Business,3,0,10,July,Train
4945,Alexandra Ward,Male,56,Winery,Hot,Low,Business,5,0,12,June,Train
4946,Luis Reed,Female,34,City,Hot,Low,Business,4,0,13,May,Ferry
4947,Jason Griffin,Male,28,Food and Culinary Tour,Cold,Medium,Business,5,1,13,November,Train
4948,Alicia Hernandez DVM,Male,36,Ski Resort,Hot,Medium,Business,4,0,13,March,Train
4949,Natasha Norris,Female,55,Island,Hot,Low,Business,5,0,13,September,Car
4950,Jeffrey White,Male,39,Theme Park,Cold,Low,Business,2,0,3,September,Train
4951,Jerry Dunn,Male,46,City,Cold,Low,Leisure,1,0,9,June,Airplane
4952,David Vazquez,Female,42,City,Cold,High,Business,3,0,3,July,Airplane
4953,Patrick Klein,Female,44,Theme Park,Warm,High,Leisure,5,0,9,February,Ferry
4954,Olivia Parks,Male,51,Forest,Warm,Medium,Business,1,1,4,December,Ferry
4955,Christina Sanchez,Male,56,Mountain,Hot,High,Business,3,1,11,May,Airplane
4956,Nicholas Garrison,Male,52,Science and Astronomy Tour,Warm,Medium,Leisure,2,1,10,February,Car
4957,Marissa Sanchez,Male,19,Fishing Village,Cold,High,Business,5,0,14,November,Bus
4958,Michael Cabrera,Female,56,Cruise,Hot,Medium,Business,1,0,1,October,Car
4959,Christy Nelson,Male,48,Mountain,Hot,Low,Leisure,5,0,4,June,Train
4960,Julie Potts,Female,20,Jungle,Cold,Low,Business,4,1,4,November,Car
4961,Melinda Crawford,Female,28,Spa Retreat,Cold,High,Business,1,1,11,January,Airplane
4962,David Davis,Female,53,Jungle,Warm,High,Leisure,1,1,8,July,Bus
4963,Michael Oliver,Male,23,Ski Resort,Hot,Medium,Leisure,3,0,10,August,Bus
4964,Savannah Norman,Female,48,Arctic Expedition,Hot,Low,Leisure,2,0,9,April,Train
4965,Kristin Mcconnell,Female,41,Volcano Exploration,Warm,Low,Business,5,1,3,November,Bus
4966,David Garcia,Male,60,Cultural Experience,Hot,High,Business,5,1,14,March,Train
4967,Sarah Vazquez,Female,46,National Park,Hot,Medium,Leisure,3,0,2,March,Ferry
4968,Ryan Howard,Male,25,Shopping Extravaganza,Hot,Low,Business,4,0,4,May,Train
4969,Kristy Rice,Male,62,Cruise,Hot,Low,Business,1,0,8,July,Airplane
4970,Angel Hale,Female,18,Food and Culinary Tour,Hot,Medium,Business,2,0,12,November,Bus
4971,Elizabeth Chan,Male,56,Science and Astronomy Tour,Warm,High,Leisure,5,0,7,December,Car
4972,Deanna Moore,Male,31,Theme Park,Warm,Low,Business,1,0,8,April,Car
4973,Scott Davenport,Male,64,Photography Expedition,Cold,High,Business,1,1,1,February,Ferry
4974,David Mills,Female,48,Art and Architecture Tour,Cold,Medium,Business,5,0,6,January,Train
4975,Erin Barr,Male,56,Ski Resort,Hot,Low,Business,2,1,8,July,Bus
4976,Meghan Murray,Female,22,Cruise,Warm,Medium,Leisure,5,0,3,March,Airplane
4977,Nichole Mcdowell,Male,25,Ski Resort,Warm,High,Leisure,3,0,7,July,Airplane
4978,Deborah Cuevas,Male,38,Volcano Exploration,Cold,High,Business,5,1,6,November,Airplane
4979,Christian Riddle,Female,36,Photography Expedition,Cold,High,Business,5,1,9,January,Ferry
4980,Jonathan Myers,Male,18,Jungle,Warm,Medium,Leisure,4,0,3,March,Bus
4981,Darius Murray,Male,31,Volcano Exploration,Hot,Medium,Leisure,2,0,1,August,Train
4982,Eugene Jones,Male,27,Theme Park,Cold,Low,Leisure,2,0,12,May,Bus
4983,Nathan Medina,Male,49,Music and Festival Tour,Warm,Medium,Leisure,1,0,14,October,Ferry
4984,Elizabeth Johnson,Male,38,Yoga and Wellness Retreat,Hot,High,Leisure,3,1,1,July,Airplane
4985,Mary Greer,Female,45,Winery,Hot,Medium,Business,2,0,2,June,Train
4986,Jeanne Terry,Female,28,Cultural Experience,Hot,Low,Leisure,5,0,1,July,Bus
4987,Cody Rogers,Female,58,Yoga and Wellness Retreat,Hot,Low,Leisure,3,1,11,January,Bus
4988,Sue Hughes MD,Female,48,Lake,Warm,Low,Business,5,0,11,December,Train
4989,Jonathan Goodman,Male,57,Village,Cold,Low,Business,4,1,1,January,Ferry
4990,Cynthia Case,Female,48,Cultural Experience,Warm,High,Leisure,3,1,2,July,Ferry
4991,Dr. James Cervantes,Male,45,Art and Architecture Tour,Warm,Medium,Leisure,1,0,2,May,Car
4992,Tamara Lee,Female,51,Arctic Expedition,Hot,High,Leisure,2,0,1,June,Car
4993,Holly Pruitt,Female,40,Forest,Warm,High,Leisure,2,1,2,November,Car
4994,Stacy Bowen,Male,33,Mountain,Warm,High,Business,3,1,8,August,Train
4995,Anthony Hunter,Female,34,Art and Architecture Tour,Hot,Medium,Business,5,1,1,August,Airplane
4996,Bruce Johnson,Female,40,Jungle,Hot,Low,Business,3,1,11,February,Car
4997,Kathleen Smith,Male,51,Photography Expedition,Warm,High,Leisure,2,1,8,January,Car
4998,Kathryn Stokes,Male,49,Desert,Cold,High,Business,3,0,2,August,Train
4999,Michael Hamilton,Male,52,Adventure Sports,Cold,Medium,Leisure,4,1,1,July,Bus
5000,Shannon Hall,Female,38,Winery,Cold,High,Business,1,0,2,May,Train
5001,Chad Grant,Female,22,Theme Park,Warm,High,Business,1,0,4,May,Train
5002,Shari Conway,Male,27,Historical Sites,Cold,Medium,Leisure,5,0,13,June,Bus
5003,Riley Williams,Female,62,Winery,Warm,High,Business,3,1,4,July,Airplane
5004,Cynthia Bauer,Female,48,Wildlife Safari,Warm,High,Business,3,1,4,June,Bus
5005,Brandy Holt,Male,49,Lake,Warm,Low,Business,1,1,1,May,Car
5006,Diane King,Female,35,Adventure Sports,Warm,Medium,Leisure,3,0,11,February,Car
5007,Kevin Williams,Female,35,Arctic Expedition,Cold,High,Business,1,0,6,March,Ferry
5008,Jeffrey Smith,Female,37,Photography Expedition,Cold,High,Leisure,3,1,14,June,Car
5009,Jason Shaw,Male,61,Ski Resort,Hot,Medium,Business,1,0,12,January,Airplane
5010,Emily Schmitt,Male,45,Music and Festival Tour,Warm,High,Business,4,1,1,May,Car
5011,Terry Tanner,Female,44,Yoga and Wellness Retreat,Hot,High,Business,5,0,3,July,Car
5012,Jennifer Ashley,Female,53,Shopping Extravaganza,Hot,High,Business,5,1,10,March,Car
5013,Amy Pearson,Female,45,Island,Warm,Medium,Business,1,0,3,April,Ferry
5014,Sharon Allen,Male,46,Photography Expedition,Cold,High,Business,4,0,1,January,Airplane
5015,Amy Carr,Female,48,Beach,Hot,Low,Business,1,1,14,September,Train
5016,Joanna Smith,Male,30,Adventure Sports,Hot,Medium,Business,1,1,6,January,Ferry
5017,Bradley Baker,Female,25,Historical Sites,Hot,High,Leisure,1,1,14,March,Airplane
5018,Ray Tran,Male,54,Wildlife Safari,Cold,Low,Business,3,1,8,January,Car
5019,Megan Jensen,Male,22,Music and Festival Tour,Hot,Medium,Business,4,1,2,September,Ferry
5020,Patrick Klein,Male,57,Spa Retreat,Warm,Medium,Business,4,0,8,November,Ferry
5021,Michael Turner,Male,56,Desert,Warm,Medium,Leisure,3,0,11,June,Bus
5022,Antonio Foster,Female,36,Theme Park,Hot,Medium,Business,1,0,11,September,Bus
5023,Steven Espinoza,Male,42,Lake,Hot,Low,Leisure,1,0,13,October,Car
5024,Edward Sanford,Female,41,Historical Sites,Cold,Medium,Leisure,5,1,7,September,Train
5025,Dr. Brittney Juarez,Male,20,Arctic Expedition,Cold,High,Leisure,5,0,12,May,Train
5026,Brittney Daniels,Female,36,Religious Pilgrimage,Cold,Low,Leisure,4,0,3,September,Train
5027,Zachary Clark,Male,23,Winery,Cold,High,Business,5,1,12,April,Train
5028,David Hansen,Female,50,Cultural Experience,Warm,High,Business,2,1,11,August,Car
5029,Rose Kennedy,Female,19,Historical Sites,Warm,Medium,Business,4,0,5,December,Car
5030,Matthew Sanchez,Male,53,National Park,Cold,High,Leisure,5,0,13,November,Train
5031,Kimberly Brown,Male,48,Theme Park,Warm,Medium,Business,5,0,10,April,Airplane
5032,Adam Whitehead,Female,46,Jungle,Warm,Low,Business,3,0,3,February,Bus
5033,Lori Franco,Female,64,Art and Architecture Tour,Hot,Low,Business,3,1,2,April,Ferry
5034,Monique Butler,Male,28,Art and Architecture Tour,Warm,Low,Business,3,0,2,May,Ferry
5035,Crystal Anderson,Male,57,Island,Warm,Low,Business,2,1,8,October,Ferry
5036,Steven Burton,Female,47,Desert,Warm,High,Business,2,0,10,February,Ferry
5037,Pamela Sanchez,Male,49,Food and Culinary Tour,Warm,High,Business,4,0,2,March,Train
5038,Regina Vang,Female,55,Island,Hot,Low,Business,5,1,5,March,Train
5039,Kimberly Mccoy,Male,26,Science and Astronomy Tour,Warm,Low,Business,1,0,11,June,Car
5040,Gina Huber,Male,21,Island,Hot,Medium,Business,4,0,5,September,Car
5041,Veronica Smith,Female,18,Island,Cold,High,Business,2,0,10,August,Car
5042,Linda Holmes,Female,61,National Park,Hot,Low,Business,5,1,12,June,Car
5043,Elizabeth Winters,Male,38,Volcano Exploration,Warm,Medium,Business,5,1,3,October,Ferry
5044,Matthew Luna,Male,33,City,Warm,Medium,Business,4,0,5,January,Bus
5045,Mrs. Elizabeth Frost DDS,Male,30,Arctic Expedition,Warm,High,Leisure,1,1,11,September,Car
5046,Daniel Barnes,Female,28,Volcano Exploration,Hot,Medium,Leisure,5,0,1,August,Airplane
5047,Joshua Martinez,Male,24,Religious Pilgrimage,Cold,Low,Business,1,1,7,December,Airplane
5048,Russell Wolfe,Male,55,Winery,Warm,High,Leisure,5,1,11,January,Car
5049,David Khan,Female,49,Mountain,Hot,Low,Business,1,0,1,January,Ferry
5050,Elijah Holden,Female,41,Village,Hot,Medium,Leisure,5,0,4,September,Train
5051,Elijah Hines,Male,26,Wildlife Safari,Warm,Medium,Business,2,1,5,March,Ferry
5052,Michael Swanson,Female,38,Spa Retreat,Warm,High,Business,1,1,1,December,Airplane
5053,Matthew Gonzales,Female,20,Cultural Experience,Hot,Low,Leisure,2,1,7,July,Train
5054,Andrew Sandoval,Male,64,Mountain,Cold,Medium,Business,3,0,13,March,Car
5055,Mr. Daniel Bauer II,Female,43,Beach,Hot,High,Business,3,0,8,November,Ferry
5056,Jason Holmes,Female,21,Ski Resort,Warm,Medium,Leisure,2,1,9,September,Airplane
5057,Rodney King,Female,63,Fishing Village,Warm,Medium,Business,4,1,3,October,Ferry
5058,Austin Scott,Male,19,Volcano Exploration,Cold,Medium,Leisure,2,0,1,December,Airplane
5059,Bradley Mathews,Female,52,Volcano Exploration,Cold,High,Leisure,1,0,11,September,Ferry
5060,Nicole Martinez,Male,47,Wildlife Safari,Hot,Low,Leisure,5,1,9,February,Car
5061,Mary Williams,Female,62,City,Warm,Medium,Business,4,1,12,October,Car
5062,Robert Anderson,Male,21,Winery,Warm,High,Business,1,1,5,February,Train
5063,Christine Richardson,Female,20,Desert,Cold,Medium,Business,3,0,12,January,Bus
5064,Brian Johnson,Female,57,Spa Retreat,Hot,Medium,Leisure,2,0,12,December,Bus
5065,William Bennett,Male,64,Art and Architecture Tour,Hot,High,Business,3,0,8,December,Bus
5066,Marisa Simon,Male,24,Theme Park,Cold,Low,Leisure,1,1,8,October,Ferry
5067,David Vazquez,Female,24,Countryside,Hot,Low,Business,5,0,5,January,Ferry
5068,Erika Cox,Male,19,Desert,Cold,Low,Business,2,1,5,April,Airplane
5069,Gary Nolan,Female,62,Lake,Warm,Low,Leisure,4,0,11,July,Ferry
5070,Cory Robinson,Female,62,Wildlife Safari,Cold,High,Business,4,0,13,January,Train
5071,Jon Smith,Female,37,Religious Pilgrimage,Cold,High,Business,4,1,2,February,Train
5072,Jessica Floyd,Female,35,City,Warm,Low,Leisure,2,1,7,August,Airplane
5073,Priscilla Carlson,Male,48,Spa Retreat,Cold,Low,Leisure,4,0,11,August,Car
5074,Daniel Phillips,Female,53,Winery,Cold,High,Business,5,1,6,January,Car
5075,Cynthia Roy,Female,61,Yoga and Wellness Retreat,Warm,Low,Business,1,1,2,May,Ferry
5076,Mary Barnett,Male,51,Winery,Cold,Medium,Business,2,0,11,March,Ferry
5077,Claudia Robertson,Female,26,Adventure Sports,Cold,Low,Leisure,1,1,3,July,Car
5078,Jason Shepherd,Female,62,Photography Expedition,Hot,Low,Business,2,1,11,July,Car
5079,Justin Lyons,Female,32,Winery,Hot,High,Business,5,0,12,March,Car
5080,Alexander Briggs,Male,56,Yoga and Wellness Retreat,Hot,Medium,Business,2,0,4,August,Bus
5081,Robert Davis,Male,24,Wildlife Safari,Cold,Low,Business,1,0,9,June,Train
5082,Mrs. Melissa Grant,Female,56,Village,Hot,Low,Leisure,2,0,7,September,Ferry
5083,Lee Jones,Male,43,National Park,Cold,Low,Business,5,0,2,February,Ferry
5084,Charles Figueroa PhD,Male,19,Jungle,Warm,High,Business,3,0,8,March,Car
5085,Randall White,Male,57,Spa Retreat,Hot,Medium,Business,3,0,7,May,Train
5086,Lisa Meyer,Male,55,Winery,Hot,High,Leisure,4,0,5,November,Airplane
5087,Douglas Griffin,Female,51,Cultural Experience,Warm,Low,Business,4,1,8,August,Ferry
5088,Jessica Beltran,Female,44,Countryside,Cold,High,Leisure,5,0,10,August,Car
5089,Kenneth Franco,Female,30,Theme Park,Cold,Low,Leisure,3,1,6,July,Bus
5090,Margaret Vargas,Female,29,Yoga and Wellness Retreat,Warm,Medium,Business,3,0,9,October,Ferry
5091,Laurie Garcia,Male,30,City,Warm,Low,Leisure,3,1,7,April,Ferry
5092,Richard Simpson,Male,63,Forest,Hot,High,Business,4,0,4,February,Airplane
5093,Julian White,Male,37,Mountain,Warm,High,Business,5,1,7,February,Train
5094,Juan Ross,Female,48,Historical Sites,Warm,Medium,Leisure,4,0,11,December,Car
5095,Kenneth Hayes,Male,46,Desert,Hot,Medium,Leisure,2,0,13,May,Car
5096,Cathy Peterson,Female,18,Village,Hot,Low,Business,5,0,5,October,Train
5097,Mr. Jacob Rivas DDS,Male,59,Jungle,Cold,High,Business,2,1,3,April,Train
5098,Jesus Hernandez,Male,24,Village,Cold,High,Business,5,1,11,April,Train
5099,Michael Hart,Male,19,Photography Expedition,Hot,Low,Business,3,0,12,November,Ferry
5100,Cynthia Case,Female,22,Village,Hot,Medium,Leisure,5,0,14,March,Ferry
5101,David Rosario,Female,27,Art and Architecture Tour,Warm,Low,Business,1,0,3,October,Airplane
5102,James House,Female,21,Winery,Warm,Medium,Business,2,1,12,March,Airplane
5103,Nathan Yu,Female,19,Wildlife Safari,Hot,Low,Business,5,1,8,November,Car
5104,Alexander Fischer,Male,28,Cruise,Hot,Low,Business,2,0,11,November,Train
5105,Tyler Edwards,Female,49,City,Cold,Medium,Business,1,1,13,December,Ferry
5106,Jasmine Wilson,Male,26,Wildlife Safari,Cold,High,Leisure,4,1,3,February,Bus
5107,Jeffrey Mcdonald,Male,37,Forest,Warm,High,Leisure,2,0,3,March,Car
5108,Thomas Clarke,Male,45,Music and Festival Tour,Cold,Low,Business,4,1,4,March,Car
5109,Daniel Hughes,Female,60,National Park,Hot,Low,Leisure,2,1,11,April,Airplane
5110,Tammy Moore,Female,26,Fishing Village,Hot,High,Leisure,1,1,4,March,Airplane
5111,Michael Miller,Female,28,Island,Hot,Low,Leisure,4,1,8,August,Car
5112,David Hickman,Male,43,Religious Pilgrimage,Hot,High,Leisure,2,0,14,September,Bus
5113,Jennifer Anderson,Male,56,Wildlife Safari,Cold,Low,Business,1,1,8,August,Train
5114,Linda Cooper,Female,57,National Park,Hot,Medium,Business,5,0,4,October,Airplane
5115,Chase Vazquez,Female,51,Fishing Village,Warm,Medium,Business,2,0,4,June,Car
5116,Theresa Morris DDS,Female,38,Theme Park,Hot,Medium,Business,1,0,5,June,Airplane
5117,Kathryn Ruiz,Male,22,Beach,Warm,Medium,Business,5,1,12,October,Ferry
5118,Jesse Romero,Female,31,Theme Park,Hot,Low,Leisure,3,1,12,November,Airplane
5119,Michael Ferrell,Male,40,Adventure Sports,Cold,Medium,Business,2,0,10,March,Car
5120,Pamela Smith,Female,37,Ski Resort,Cold,Low,Business,4,0,14,March,Car
5121,Matthew Reed,Female,54,Shopping Extravaganza,Hot,High,Leisure,4,0,3,April,Bus
5122,Cody Monroe,Female,37,Forest,Cold,Low,Leisure,4,0,3,October,Ferry
5123,Jimmy Smith,Female,27,Forest,Hot,High,Business,2,1,5,July,Airplane
5124,Matthew Miller,Male,38,Yoga and Wellness Retreat,Cold,Low,Leisure,5,1,14,May,Ferry
5125,Lauren Nelson,Female,30,Art and Architecture Tour,Hot,Low,Leisure,2,0,2,July,Airplane
5126,Chris West,Male,33,Music and Festival Tour,Warm,Medium,Business,4,0,6,March,Train
5127,David Olson,Female,38,Beach,Warm,Medium,Leisure,4,0,9,January,Bus
5128,John Anderson,Male,24,Yoga and Wellness Retreat,Warm,High,Business,5,1,13,May,Airplane
5129,Philip Roberts,Female,64,Island,Cold,Low,Leisure,4,0,3,July,Train
5130,Sandy Simpson,Female,18,Religious Pilgrimage,Warm,Medium,Leisure,1,1,13,July,Car
5131,Tammy Walker,Male,28,Adventure Sports,Warm,Low,Leisure,5,0,2,March,Airplane
5132,Jeffrey Young,Female,46,Science and Astronomy Tour,Cold,High,Business,1,0,3,September,Car
5133,Jamie Gibson,Female,22,Shopping Extravaganza,Cold,High,Leisure,3,0,13,September,Car
5134,Mark Hernandez,Female,44,Volcano Exploration,Warm,High,Business,2,1,10,March,Car
5135,Laura Williams,Female,29,Art and Architecture Tour,Warm,Low,Business,1,1,1,December,Train
5136,Corey Davis,Male,31,Spa Retreat,Hot,High,Leisure,1,1,12,December,Airplane
5137,Phillip White,Female,50,Mountain,Warm,Low,Leisure,5,0,1,May,Ferry
5138,Ronald Sanchez,Female,51,City,Hot,Low,Business,4,1,1,March,Ferry
5139,Michael Santana,Female,50,Cruise,Hot,Medium,Business,5,0,14,February,Airplane
5140,Larry Alexander,Female,55,Lake,Cold,Medium,Leisure,3,0,2,August,Bus
5141,Christopher Smith,Female,33,Spa Retreat,Hot,Medium,Business,3,0,14,September,Train
5142,Nicole Williams,Male,18,Spa Retreat,Cold,Low,Leisure,3,1,4,May,Ferry
5143,Erika Cox,Male,40,Religious Pilgrimage,Warm,High,Leisure,1,0,11,May,Car
5144,Ryan Glenn,Male,28,Music and Festival Tour,Warm,High,Leisure,3,0,13,June,Bus
5145,Chelsey Hardy,Female,45,Island,Cold,Low,Business,3,1,13,November,Airplane
5146,Mr. Troy Clay,Female,41,Wildlife Safari,Hot,High,Leisure,4,0,8,October,Bus
5147,Kimberly Smith,Male,44,Jungle,Cold,High,Leisure,2,0,4,September,Airplane
5148,Susan Davis,Female,34,Island,Cold,Low,Business,2,0,5,March,Ferry
5149,Roy Williams,Female,25,Beach,Hot,Medium,Business,2,0,10,December,Airplane
5150,Joseph Ryan,Female,31,Mountain,Cold,Low,Business,5,1,12,June,Ferry
5151,Madeline Wolf,Male,55,Food and Culinary Tour,Hot,Low,Business,1,1,8,August,Airplane
5152,Michael Lambert,Male,18,Island,Hot,Low,Leisure,3,0,11,January,Airplane
5153,Barbara Payne,Female,43,National Park,Warm,Medium,Business,5,0,5,September,Train
5154,John Stanley,Male,43,Food and Culinary Tour,Cold,High,Leisure,3,1,7,December,Car
5155,Jared Walsh,Female,43,Adventure Sports,Cold,Low,Leisure,5,1,13,June,Bus
5156,Jacob Nixon,Female,62,Countryside,Hot,Low,Leisure,3,1,11,April,Train
5157,Randy Gray,Male,28,Village,Cold,High,Leisure,2,0,3,January,Train
5158,Holly Hawkins,Female,59,Lake,Hot,Medium,Leisure,5,0,13,November,Ferry
5159,Jennifer Fritz,Male,31,Mountain,Hot,High,Leisure,5,0,9,August,Ferry
5160,Alexandra Kennedy,Female,50,Photography Expedition,Cold,High,Leisure,2,0,1,April,Car
5161,Kyle Daniels,Male,23,Beach,Warm,Medium,Leisure,3,1,8,February,Bus
5162,Derek Frank,Male,38,Fishing Village,Cold,Medium,Leisure,1,1,10,November,Bus
5163,Steve Gray,Male,31,Yoga and Wellness Retreat,Cold,Medium,Leisure,1,1,11,August,Ferry
5164,Michael Willis,Male,47,Photography Expedition,Warm,Low,Business,3,0,11,December,Bus
5165,Christopher Munoz,Male,52,Winery,Cold,High,Leisure,4,1,9,May,Bus
5166,Kevin Lawrence,Male,60,Yoga and Wellness Retreat,Hot,High,Business,3,0,5,August,Bus
5167,Aaron Jones,Male,24,Food and Culinary Tour,Warm,Low,Leisure,4,0,7,May,Car
5168,Daniel Lee,Male,22,Music and Festival Tour,Cold,High,Business,1,1,6,October,Train
5169,Frank Johnson,Female,46,Theme Park,Hot,Medium,Leisure,5,0,11,January,Bus
5170,Heidi Clayton,Male,57,Shopping Extravaganza,Warm,High,Leisure,4,0,1,November,Ferry
5171,John Jordan,Female,59,Cultural Experience,Cold,High,Business,1,1,11,October,Train
5172,Bianca Graham,Male,50,Village,Warm,High,Leisure,3,1,14,July,Train
5173,Bruce Perry,Male,48,Adventure Sports,Cold,Low,Leisure,3,1,7,March,Train
5174,Kenneth Meyer,Male,38,Winery,Hot,Medium,Business,2,0,12,October,Ferry
5175,Sarah Ellison,Male,54,Volcano Exploration,Hot,High,Leisure,1,0,4,November,Airplane
5176,Thomas Ruiz,Female,41,Arctic Expedition,Cold,Low,Leisure,4,1,3,June,Ferry
5177,Justin Brown,Female,43,Shopping Extravaganza,Warm,High,Leisure,2,1,14,November,Ferry
5178,Stephanie Floyd,Male,30,Beach,Hot,Medium,Leisure,3,1,1,December,Car
5179,Kyle Mcdonald,Female,25,Village,Warm,Low,Leisure,2,1,10,May,Train
5180,Steve Jenkins,Male,21,Island,Cold,Low,Business,1,1,4,September,Ferry
5181,Donna Herman,Male,45,Jungle,Cold,Medium,Leisure,2,1,3,April,Train
5182,William Poole,Male,19,Shopping Extravaganza,Warm,Medium,Leisure,4,1,10,August,Train
5183,Martin Moore,Female,23,Cruise,Hot,Medium,Business,4,0,11,September,Bus
5184,Sarah York,Female,60,Cultural Experience,Hot,Medium,Business,1,0,11,March,Car
5185,Shannon James,Female,25,Wildlife Safari,Hot,Medium,Business,2,0,11,August,Ferry
5186,Diane Morales,Female,32,Fishing Village,Hot,Low,Leisure,3,1,11,January,Airplane
5187,Jordan Butler,Male,42,Island,Cold,Low,Leisure,2,0,2,April,Train
5188,Anthony Hutchinson,Male,42,Religious Pilgrimage,Hot,High,Leisure,5,1,1,June,Airplane
5189,Sean Maxwell,Male,44,Ski Resort,Cold,High,Leisure,5,0,9,August,Train
5190,Tyler Beck,Male,40,Yoga and Wellness Retreat,Cold,Medium,Leisure,4,1,4,November,Ferry
5191,Gavin Sanchez,Female,30,Yoga and Wellness Retreat,Cold,High,Business,1,1,5,December,Airplane
5192,Kristin Mendoza,Male,62,National Park,Warm,High,Leisure,4,0,4,August,Airplane
5193,Anthony Welch,Male,40,Countryside,Cold,Medium,Business,5,1,4,February,Bus
5194,David Eaton,Female,46,Island,Warm,Low,Leisure,3,1,5,May,Bus
5195,Jill Thomas,Male,44,Forest,Cold,Low,Business,2,0,7,September,Train
5196,Brian Pacheco,Male,33,Island,Hot,High,Leisure,3,0,4,September,Train
5197,Morgan Taylor,Male,40,Beach,Warm,High,Business,3,0,10,September,Bus
5198,Catherine Barnes,Male,63,Shopping Extravaganza,Hot,High,Leisure,2,0,4,May,Bus
5199,Janice Taylor,Female,61,Science and Astronomy Tour,Warm,Medium,Business,1,1,12,December,Train
5200,Kyle Mullins,Female,29,Spa Retreat,Cold,Low,Leisure,3,0,11,January,Car
5201,Melissa Mata,Male,50,Lake,Hot,Low,Business,3,1,13,October,Bus
5202,Marissa Shah,Male,48,Arctic Expedition,Cold,High,Leisure,2,0,14,January,Car
5203,Lauren Chen,Female,56,Winery,Hot,Medium,Leisure,3,1,3,April,Train
5204,Roger Russell,Male,35,Mountain,Hot,Low,Business,2,0,3,April,Ferry
5205,Lisa Edwards,Male,61,Spa Retreat,Warm,High,Leisure,3,0,13,January,Ferry
5206,Kathleen Barry,Male,60,Cruise,Hot,Medium,Leisure,1,0,12,March,Airplane
5207,Eric Weber,Female,52,Shopping Extravaganza,Warm,Medium,Leisure,3,0,10,October,Train
5208,Dr. James Conway,Female,20,Shopping Extravaganza,Warm,High,Business,2,1,9,June,Airplane
5209,Jennifer Reynolds,Male,40,Food and Culinary Tour,Cold,Medium,Leisure,5,0,1,May,Bus
5210,Sean Powell,Male,18,Arctic Expedition,Hot,Medium,Business,3,0,14,June,Car
5211,Christopher Black,Male,50,Ski Resort,Warm,Medium,Leisure,1,0,2,December,Train
5212,Mr. Nicholas Brown,Male,31,Historical Sites,Hot,Low,Business,1,0,13,April,Bus
5213,Monica Rangel,Male,30,Photography Expedition,Warm,High,Business,3,1,9,October,Bus
5214,Christine Washington,Male,58,Cultural Experience,Cold,High,Business,1,0,14,August,Train
5215,Jason Merritt,Male,33,Village,Hot,High,Leisure,3,1,7,April,Train
5216,Kevin Mcintosh,Female,55,Spa Retreat,Cold,High,Business,5,1,10,February,Ferry
5217,Curtis Lee,Female,59,Lake,Warm,High,Business,1,0,2,December,Airplane
5218,Eric Clark,Female,44,Fishing Village,Warm,Low,Business,3,1,6,June,Ferry
5219,Karen Smith,Female,36,National Park,Hot,High,Leisure,2,1,8,February,Train
5220,Kayla Stein MD,Female,56,Arctic Expedition,Warm,Low,Business,2,1,2,July,Bus
5221,Deborah Jones,Female,26,Fishing Village,Warm,Medium,Leisure,2,0,9,April,Ferry
5222,Jennifer Gibson,Male,42,Forest,Hot,Medium,Leisure,2,0,12,April,Car
5223,Catherine Garcia,Male,27,National Park,Hot,Low,Business,4,1,10,January,Ferry
5224,Raymond Vega,Male,49,City,Hot,Low,Leisure,2,1,3,April,Train
5225,Monique Harris,Female,21,Ski Resort,Cold,High,Leisure,2,1,11,October,Airplane
5226,Charlotte Graham,Female,53,Volcano Exploration,Cold,Medium,Leisure,5,0,11,October,Airplane
5227,Jorge Castillo,Male,57,Beach,Warm,Medium,Leisure,5,0,13,September,Train
5228,Laura Martinez,Female,61,Forest,Warm,Medium,Business,2,0,11,October,Airplane
5229,Cassidy Hebert,Female,31,Jungle,Hot,High,Business,2,1,12,July,Airplane
