,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
6036,Justin Church,Female,27,Spa Retreat,Warm,High,Leisure,3,0,5,June,Car,Climbing,ZH
6037,Richard Sanders,Female,24,Village,Hot,Medium,Leisure,3,0,13,June,Car,Gaming,FR
6038,Christopher Patton,Male,19,Winery,Cold,High,Business,5,1,13,July,Ferry,Photography,FR
6039,Randy Orozco,Female,20,City,Warm,High,Business,1,0,12,June,Ferry,Photography,ZH
6040,Jill Harris,Male,63,Countryside,Warm,High,Leisure,2,0,9,June,Ferry,Drawing,FR
6041,Stephen Kelly,Male,39,Ski Resort,Cold,Low,Business,2,1,13,June,Car,Drawing,ZH
6042,Jessica Macias,Male,38,Village,Cold,High,Business,2,1,13,August,Airplane,Photography,ZH
6043,Andrea Bryant,Female,61,Ski Resort,Warm,High,Leisure,2,0,5,August,Ferry,Gaming,ZH
6044,Jason Brown,Male,27,Winery,Warm,Low,Leisure,4,1,9,July,Ferry,Photography,ZH
6045,Michael Miller,Male,62,City,Cold,Low,Business,3,1,10,July,Train,Photography,ZH
6046,Beverly Valdez,Male,23,Countryside,Cold,High,Leisure,3,1,5,July,Airplane,Gaming,EN
6047,Robert Walker,Female,36,Mountain,Hot,Medium,Business,3,1,6,August,Ferry,Drawing,ZH
6048,Raven Robinson,Female,53,Village,Warm,High,Business,3,1,11,July,Train,Climbing,EN
6049,Anthony Black,Female,22,Photography Expedition,Warm,Low,Business,4,1,6,July,Train,Climbing,FR
6050,Benjamin Bryant Jr.,Male,33,Island,Hot,Medium,Leisure,5,1,9,June,Ferry,Photography,ZH
6051,Bridget Butler,Female,43,Countryside,Cold,Low,Business,5,0,1,July,Ferry,Photography,EN
6052,Jodi Humphrey,Male,33,Spa Retreat,Hot,Low,Leisure,2,0,13,August,Bus,Drawing,FR
6053,Jean Reed,Female,50,Island,Warm,Medium,Leisure,2,1,13,June,Bus,Photography,ZH
6054,Donna Smith,Female,30,Spa Retreat,Cold,Medium,Business,1,1,13,June,Car,Gaming,FR
6055,Paul Freeman,Male,49,Ski Resort,Hot,High,Leisure,1,1,2,August,Train,Photography,EN
6056,Amy Pierce,Female,49,Photography Expedition,Cold,Low,Business,4,1,9,July,Train,Drawing,FR
6057,Jo Elliott,Female,45,Island,Hot,Low,Business,2,0,11,July,Bus,Drawing,ZH
6058,Mr. Patrick Gomez,Female,57,Spa Retreat,Warm,Low,Leisure,2,0,1,August,Bus,Photography,EN
6059,Susan Rodriguez,Male,25,Photography Expedition,Warm,Low,Leisure,5,0,7,August,Bus,Drawing,EN
6060,Christopher Alvarez,Female,35,Photography Expedition,Warm,High,Business,4,0,3,July,Ferry,Photography,FR
6061,Anthony Heath,Male,63,Lake,Hot,Low,Leisure,5,0,13,July,Ferry,Photography,FR
6062,Justin Kramer,Female,61,Ski Resort,Warm,High,Business,3,1,3,July,Bus,Gaming,EN
6063,Holly Phillips,Male,48,Lake,Hot,Medium,Business,4,0,9,July,Airplane,Gaming,ZH
6064,Sarah Griffin,Male,27,Mountain,Warm,Low,Business,3,1,14,August,Car,Gaming,FR
6065,Jennifer Evans,Female,28,Countryside,Cold,Medium,Leisure,4,0,10,July,Ferry,Photography,FR
6066,Barbara Cobb,Male,63,Spa Retreat,Warm,High,Business,5,1,4,August,Car,Drawing,EN
6067,Dustin Hughes,Male,22,Photography Expedition,Hot,Low,Business,2,1,2,August,Car,Drawing,ZH
6068,Lynn Shepard,Male,57,City,Cold,Low,Business,4,0,12,June,Bus,Photography,ZH
6069,Stephanie Washington,Male,47,City,Hot,High,Business,1,1,11,June,Airplane,Climbing,EN
6070,Peter Murphy,Male,27,Photography Expedition,Cold,High,Business,4,1,8,June,Ferry,Drawing,FR
6071,Christopher Wright,Male,27,Ski Resort,Cold,High,Business,4,0,6,August,Car,Drawing,FR
6072,Christy Collins,Male,31,City,Warm,Low,Business,1,1,1,August,Train,Drawing,FR
6073,Heather Erickson,Male,31,City,Cold,Low,Business,2,1,1,July,Bus,Gaming,ZH
6074,Amy Evans,Female,54,Island,Hot,High,Business,2,0,10,August,Car,Gaming,ZH
6075,Marcus Farley,Female,25,Winery,Hot,High,Leisure,2,0,11,June,Car,Drawing,FR
6076,Gabrielle Navarro,Male,61,Island,Warm,Medium,Business,3,0,10,June,Car,Climbing,EN
6077,Tanner Haynes,Female,63,Lake,Hot,High,Business,4,1,12,July,Train,Photography,ZH
6078,Jerry Meyers,Female,41,Winery,Cold,Low,Business,2,1,12,July,Bus,Drawing,FR
6079,Michael Robles,Female,35,Countryside,Cold,Low,Leisure,4,0,11,June,Bus,Photography,ZH
6080,Kenneth Owens,Male,63,Village,Warm,High,Business,1,0,6,August,Ferry,Climbing,FR
6081,Gerald Gonzalez,Male,20,Spa Retreat,Hot,Medium,Business,5,0,10,August,Bus,Photography,FR
6082,Ryan Miller,Male,26,Island,Hot,Medium,Leisure,2,0,11,August,Bus,Photography,FR
6083,Tanya Riley,Male,32,Countryside,Cold,Low,Business,2,1,7,August,Bus,Climbing,ZH
6084,James Gilbert,Male,35,Winery,Warm,Low,Business,1,1,3,August,Train,Climbing,EN
6085,Larry Peters,Female,32,Countryside,Hot,High,Business,2,0,13,July,Car,Climbing,EN
6086,Brian Gonzalez,Male,18,Photography Expedition,Cold,Medium,Business,3,1,6,July,Airplane,Drawing,FR
6087,Joseph Winters,Female,36,Ski Resort,Hot,Low,Business,4,1,3,August,Airplane,Drawing,ZH
6088,Thomas Navarro,Male,29,Spa Retreat,Hot,Low,Leisure,3,0,10,August,Bus,Climbing,ZH
6089,Alexander Smith,Female,64,Photography Expedition,Hot,Medium,Leisure,3,0,6,August,Train,Climbing,EN
6090,Karen Chambers,Male,37,Winery,Hot,Medium,Leisure,1,1,5,June,Car,Photography,ZH
6091,Steven Lewis,Male,64,Ski Resort,Hot,Medium,Leisure,3,1,2,June,Airplane,Photography,EN
6092,Cynthia Guerrero,Male,48,Island,Hot,Low,Leisure,2,1,5,June,Train,Drawing,ZH
6093,Julie Robbins,Male,53,Lake,Warm,Medium,Business,2,0,9,July,Ferry,Gaming,ZH
6094,Thomas Robinson,Female,22,Lake,Cold,Medium,Leisure,1,0,11,July,Ferry,Drawing,FR
6095,Keith Pierce,Male,22,Island,Hot,Low,Business,2,1,4,August,Bus,Gaming,ZH
6096,Megan Jenkins,Female,23,Island,Cold,Medium,Business,3,0,5,July,Bus,Climbing,ZH
6097,Michael Brennan,Female,53,Village,Hot,High,Leisure,4,1,4,August,Airplane,Climbing,EN
6098,Mary Smith,Male,53,Village,Hot,Low,Business,2,1,3,August,Bus,Drawing,ZH
6099,Marc Reyes,Female,59,Ski Resort,Hot,High,Business,2,0,13,July,Bus,Gaming,FR
6100,Lisa Nelson,Male,19,Island,Warm,High,Business,2,0,14,July,Car,Photography,FR
6101,Michael Tran,Male,56,Photography Expedition,Hot,Medium,Business,2,1,12,June,Train,Photography,EN
6102,Leslie Cherry,Female,51,Ski Resort,Hot,Low,Leisure,1,0,8,July,Bus,Climbing,EN
6103,Jose Glenn,Female,29,Village,Cold,Low,Business,2,0,10,July,Airplane,Drawing,EN
6104,Andrea Carroll,Male,27,Island,Warm,Medium,Business,2,1,7,July,Bus,Climbing,FR
6105,Brian Lewis,Female,26,City,Cold,High,Business,1,1,1,August,Airplane,Photography,EN
6106,Michael Rodriguez,Male,39,Lake,Warm,Medium,Business,3,0,14,July,Train,Gaming,ZH
6107,John Griffith,Male,26,Photography Expedition,Warm,High,Business,3,1,14,July,Train,Photography,FR
6108,Aaron Moore,Male,50,City,Cold,Low,Leisure,5,1,1,June,Ferry,Gaming,ZH
6109,Larry Smith,Male,62,Ski Resort,Warm,High,Leisure,4,0,14,August,Airplane,Photography,EN
6110,Lisa Huynh,Male,38,Village,Hot,Low,Business,5,0,6,June,Ferry,Drawing,EN
6111,William Cruz,Female,23,Spa Retreat,Hot,Low,Business,4,0,11,July,Airplane,Drawing,ZH
6112,Katie Terry,Male,40,Spa Retreat,Warm,Low,Business,1,1,3,June,Ferry,Photography,EN
6113,Seth Conway,Male,34,Countryside,Hot,High,Business,5,0,14,July,Airplane,Drawing,ZH
6114,Haley Willis,Female,61,Photography Expedition,Hot,High,Business,2,1,6,August,Train,Gaming,EN
6115,Ashley Patterson,Male,46,Lake,Cold,Medium,Business,2,0,4,June,Airplane,Drawing,FR
6116,Douglas Pena,Male,34,Winery,Warm,High,Leisure,2,1,10,July,Ferry,Photography,FR
6117,Austin Burns,Female,59,Ski Resort,Warm,High,Business,5,0,1,July,Airplane,Photography,ZH
6118,Brandi Vargas,Female,58,Photography Expedition,Cold,Low,Leisure,5,0,10,June,Car,Photography,ZH
6119,Taylor Rodriguez,Male,42,Village,Hot,Medium,Business,1,0,2,July,Train,Drawing,ZH
6120,Joshua Hurley,Female,22,Lake,Warm,High,Business,1,1,4,August,Train,Photography,EN
6121,Dr. Maurice Sampson PhD,Male,28,Island,Cold,Low,Business,4,0,2,June,Car,Climbing,EN
6122,Claire Parrish,Male,35,Countryside,Hot,Low,Business,4,0,1,June,Airplane,Photography,ZH
6123,Connie Carr,Male,41,City,Warm,High,Leisure,4,0,11,June,Train,Gaming,EN
6124,Andrea Vincent,Female,57,Winery,Warm,Low,Business,4,1,3,August,Train,Photography,EN
6125,Mallory Shannon,Female,53,Island,Cold,Medium,Business,5,0,7,June,Train,Gaming,EN
6126,Edward Haas,Female,36,Photography Expedition,Warm,Low,Leisure,3,0,10,July,Airplane,Drawing,ZH
6127,Mark Munoz,Male,36,Spa Retreat,Warm,Medium,Leisure,4,1,2,August,Car,Gaming,FR
6128,Manuel Figueroa,Female,32,Mountain,Warm,Medium,Leisure,4,0,3,June,Train,Photography,ZH
6129,Kathy May,Female,18,Lake,Cold,Low,Leisure,3,1,9,July,Train,Photography,EN
6130,Angela Griffin,Female,21,Village,Hot,High,Leisure,3,1,8,June,Airplane,Photography,ZH
6131,Christopher Navarro,Female,44,Lake,Warm,Low,Business,2,1,4,July,Car,Gaming,EN
6132,Kayla Galvan,Female,25,Ski Resort,Cold,Low,Leisure,1,1,1,July,Train,Gaming,FR
6133,Katie Ross,Male,36,Lake,Cold,Medium,Business,5,0,8,June,Car,Photography,FR
6134,Terry Bowen,Male,62,Lake,Cold,Low,Business,1,1,13,August,Car,Climbing,FR
6135,Brittany Thomas,Male,57,Winery,Warm,Low,Business,5,1,8,July,Car,Gaming,ZH
6136,Andrea Smith,Male,55,Ski Resort,Cold,Low,Business,4,1,1,June,Airplane,Gaming,EN
6137,Angela Leon,Female,25,Photography Expedition,Warm,Medium,Business,2,1,2,July,Ferry,Drawing,ZH
6138,Evan Hamilton,Female,24,City,Cold,Medium,Leisure,5,1,10,July,Car,Drawing,EN
6139,Adrienne Snyder,Female,59,Mountain,Cold,High,Leisure,2,0,4,August,Bus,Drawing,EN
6140,Angela Hughes,Male,28,Ski Resort,Cold,Low,Leisure,2,1,10,June,Car,Drawing,ZH
6141,Allen York,Female,44,Mountain,Warm,Low,Leisure,3,0,4,July,Car,Drawing,EN
6142,Jason Walker,Female,44,Mountain,Cold,Low,Leisure,5,0,10,July,Car,Drawing,EN
6143,Timothy Good,Female,57,Spa Retreat,Hot,Low,Leisure,4,1,6,June,Airplane,Photography,EN
6144,Rebecca Chavez,Male,54,Photography Expedition,Warm,High,Leisure,5,1,13,August,Bus,Drawing,FR
6145,David Hunter,Male,54,Photography Expedition,Hot,High,Business,2,0,2,July,Ferry,Gaming,ZH
6146,Paul Morton,Male,18,City,Cold,Medium,Leisure,4,1,2,June,Ferry,Climbing,FR
6147,Daniel Martinez,Male,63,Photography Expedition,Cold,Low,Leisure,5,1,11,August,Airplane,Photography,FR
6148,Timothy French,Female,53,Ski Resort,Warm,Low,Leisure,3,0,13,June,Ferry,Drawing,FR
6149,Michelle Rodriguez,Male,30,Lake,Cold,Medium,Business,1,1,11,August,Car,Climbing,EN
6150,Lori Parker,Female,38,Countryside,Hot,Medium,Leisure,4,1,3,August,Airplane,Photography,EN
6151,Crystal Reynolds,Female,21,Island,Warm,Low,Leisure,4,0,14,June,Train,Photography,FR
6152,James Hopkins,Female,37,Lake,Cold,High,Business,1,1,5,July,Car,Photography,EN
6153,Donna Cline,Female,31,Spa Retreat,Warm,High,Leisure,5,0,1,August,Ferry,Climbing,FR
6154,Kara Chung,Male,44,Village,Warm,High,Leisure,2,0,13,August,Ferry,Photography,FR
6155,Casey Mcintosh,Male,45,Lake,Cold,High,Leisure,3,0,10,July,Bus,Gaming,FR
6156,Laura Williams,Male,39,City,Hot,Medium,Business,1,1,5,June,Train,Climbing,FR
6157,Casey Avila,Female,39,Winery,Warm,High,Leisure,1,0,14,August,Bus,Photography,ZH
6158,Allison Joseph,Female,21,Village,Warm,Low,Leisure,4,0,3,June,Train,Climbing,EN
6159,Travis Sanders,Male,39,Photography Expedition,Cold,Low,Leisure,3,0,14,June,Car,Climbing,FR
6160,Dr. Vanessa Sharp,Male,33,Spa Retreat,Warm,Low,Leisure,5,0,1,July,Airplane,Climbing,ZH
6161,Mr. Christopher Patel,Male,61,Photography Expedition,Hot,High,Leisure,1,1,7,June,Train,Drawing,ZH
6162,Stephen Fuentes,Male,20,Island,Warm,Low,Business,1,1,6,July,Car,Gaming,ZH
6163,Kimberly Rogers,Male,38,Village,Hot,High,Leisure,3,0,10,July,Train,Gaming,FR
6164,Norman Duncan,Female,27,Island,Warm,High,Business,3,0,4,July,Airplane,Photography,EN
6165,Elizabeth Adams,Male,31,City,Cold,High,Leisure,5,1,11,July,Bus,Drawing,ZH
6166,Stephanie Young,Male,24,Photography Expedition,Hot,Medium,Business,3,0,13,July,Ferry,Drawing,FR
6167,Philip Galvan,Male,44,Island,Warm,High,Leisure,2,1,11,August,Airplane,Drawing,EN
6168,Emily Stuart,Female,61,Photography Expedition,Hot,Low,Leisure,1,1,4,June,Bus,Climbing,ZH
6169,Oscar Rodriguez,Female,40,Island,Hot,Low,Leisure,5,0,1,June,Bus,Photography,FR
6170,Yesenia Mccoy,Male,21,Winery,Warm,Low,Business,3,0,2,July,Ferry,Gaming,EN
6171,Jeremy Combs,Female,57,Ski Resort,Warm,Low,Leisure,4,1,7,July,Train,Gaming,FR
6172,Heather Pitts,Female,33,Winery,Cold,High,Leisure,1,1,8,August,Car,Gaming,FR
6173,Chloe Bell,Female,62,Winery,Warm,Low,Business,3,1,1,June,Car,Photography,FR
6174,Dawn Giles,Female,21,Countryside,Hot,High,Leisure,4,0,12,July,Train,Climbing,FR
6175,Misty Butler,Female,41,Lake,Cold,Medium,Business,5,0,14,August,Airplane,Photography,ZH
6176,Michelle Dixon,Male,34,Lake,Warm,High,Leisure,1,1,1,August,Train,Gaming,FR
6177,Daniel Hayes,Female,54,Island,Hot,Medium,Business,1,1,12,July,Car,Drawing,FR
6178,Renee Diaz,Male,44,Lake,Hot,Medium,Business,3,1,9,August,Bus,Gaming,EN
6179,Tammy Lynn,Male,55,Island,Cold,High,Leisure,1,1,5,August,Car,Gaming,FR
6180,Ashley Hill,Female,48,Island,Cold,Low,Leisure,1,0,1,July,Bus,Gaming,ZH
6181,John Hale,Female,28,Winery,Warm,High,Business,3,1,11,June,Airplane,Gaming,ZH
6182,Caleb Alvarez,Female,45,Spa Retreat,Warm,Low,Leisure,1,0,2,July,Bus,Drawing,ZH
6183,Cindy Smith,Female,24,Countryside,Hot,Low,Business,1,1,5,August,Car,Photography,EN
6184,Travis Harris,Female,26,Winery,Cold,Medium,Leisure,5,0,10,August,Airplane,Photography,EN
6185,Jessica Salazar,Female,38,Island,Warm,High,Business,1,1,10,June,Train,Photography,ZH
6186,Karen Adams,Male,43,Village,Hot,Medium,Business,3,0,13,June,Ferry,Photography,ZH
6187,Monica Anderson,Male,51,Photography Expedition,Cold,High,Business,4,1,12,June,Bus,Photography,FR
6188,Tiffany Dean,Male,22,Ski Resort,Cold,Low,Business,1,0,2,July,Car,Gaming,FR
6189,Aaron Rangel,Female,26,Island,Hot,High,Business,1,0,9,August,Ferry,Drawing,EN
6190,Sheila Chandler,Male,28,Island,Hot,High,Business,4,0,4,June,Bus,Climbing,FR
6191,Danielle Williams,Female,64,Lake,Hot,Low,Business,4,0,2,July,Bus,Gaming,FR
6192,Erica Andersen,Male,25,Photography Expedition,Hot,Medium,Business,1,0,10,July,Car,Photography,EN
6193,Brandy Summers,Female,25,Village,Hot,Medium,Leisure,4,1,6,August,Ferry,Gaming,FR
6194,Rebecca Hunt,Male,50,Ski Resort,Warm,High,Business,5,1,8,June,Bus,Climbing,FR
6195,Donald Smith,Female,21,Spa Retreat,Warm,High,Leisure,4,0,7,June,Ferry,Drawing,FR
6196,Reginald Daniel,Male,30,Countryside,Warm,High,Leisure,2,0,13,June,Bus,Drawing,EN
6197,David Smith,Male,29,City,Hot,High,Leisure,1,0,14,June,Train,Climbing,FR
6198,Jeffrey Alvarez,Female,56,Spa Retreat,Hot,Low,Leisure,3,0,14,June,Train,Gaming,EN
6199,Dana Chambers,Male,18,Ski Resort,Hot,Medium,Business,1,1,12,June,Ferry,Gaming,EN
6200,Michael Reid,Female,55,Spa Retreat,Warm,Low,Business,1,0,10,August,Train,Drawing,FR
6201,Leslie Cherry,Female,50,Mountain,Warm,Low,Business,3,1,11,June,Ferry,Drawing,FR
6202,Sarah Lopez,Female,56,City,Hot,Low,Leisure,4,0,9,August,Airplane,Climbing,ZH
6203,Robert Wilson,Male,60,Lake,Cold,Low,Business,4,1,10,July,Ferry,Gaming,EN
6204,Luis Hodges,Female,53,City,Cold,Medium,Leisure,4,1,4,August,Car,Drawing,ZH
6205,Dawn Lopez,Male,19,City,Warm,Low,Business,5,0,14,June,Bus,Climbing,FR
6206,Alexander Schroeder,Male,44,Lake,Warm,Medium,Leisure,4,1,5,July,Airplane,Drawing,ZH
6207,Tammy Jones,Male,38,Spa Retreat,Warm,Medium,Business,4,1,7,July,Airplane,Climbing,ZH
6208,Douglas Hurst,Female,34,Spa Retreat,Hot,Medium,Business,1,0,5,August,Airplane,Climbing,ZH
6209,Adam Ruiz,Female,43,Ski Resort,Warm,High,Business,3,0,3,June,Ferry,Gaming,FR
6210,Michelle Williams,Male,62,Countryside,Cold,Medium,Leisure,3,1,10,August,Ferry,Climbing,ZH
6211,Stephanie Perez,Female,22,Lake,Warm,High,Business,5,0,10,June,Ferry,Climbing,EN
6212,Elizabeth White,Male,49,Village,Hot,High,Business,3,0,14,June,Ferry,Climbing,ZH
6213,Erika Morales,Female,30,Lake,Cold,Medium,Business,3,0,12,July,Airplane,Gaming,ZH
6214,Barry Rasmussen,Female,57,Lake,Cold,High,Leisure,2,1,8,July,Bus,Photography,ZH
6215,Patrick Brown,Female,42,Countryside,Hot,Low,Leisure,1,0,3,July,Car,Drawing,EN
6216,David Carr,Male,49,Village,Warm,High,Business,3,1,9,June,Airplane,Drawing,EN
6217,Lindsey Dunn,Male,36,Spa Retreat,Hot,High,Leisure,5,0,5,July,Bus,Gaming,ZH
6218,Jennifer Mills,Male,29,Winery,Warm,Low,Leisure,1,0,2,July,Airplane,Photography,ZH
6219,Amanda Atkinson,Female,60,Spa Retreat,Hot,Medium,Business,4,1,5,June,Ferry,Gaming,ZH
6220,Shannon Miller,Female,25,Village,Hot,High,Leisure,5,1,1,June,Car,Gaming,FR
6221,Edwin Tran,Male,60,Island,Hot,Low,Leisure,4,0,1,June,Train,Climbing,EN
6222,Christopher Richards,Male,47,Countryside,Cold,High,Leisure,5,1,11,June,Train,Gaming,FR
6223,Amy Snyder,Male,41,Spa Retreat,Warm,Low,Leisure,2,0,9,August,Car,Climbing,ZH
6224,Gavin Stanley,Male,21,Winery,Cold,High,Business,1,1,13,June,Airplane,Gaming,FR
6225,Shane Colon,Male,44,City,Hot,Low,Leisure,3,0,7,July,Car,Gaming,FR
6226,Sarah Andrews,Female,41,Mountain,Hot,Medium,Leisure,5,0,12,August,Airplane,Drawing,ZH
6227,William Gilmore,Female,30,Lake,Hot,Medium,Leisure,2,0,9,July,Car,Climbing,FR
6228,Linda Bates,Male,31,Lake,Hot,Medium,Leisure,4,0,11,August,Bus,Climbing,EN
6229,Linda Cole,Male,25,Winery,Hot,Medium,Business,3,1,13,August,Bus,Drawing,ZH
6230,Zachary Mcintyre,Female,58,City,Warm,Low,Business,1,0,9,July,Car,Photography,FR
6231,Alexandra Le,Male,49,Countryside,Cold,Medium,Business,2,0,14,June,Train,Gaming,ZH
6232,Kristy Bates,Male,21,Lake,Cold,High,Leisure,4,1,14,July,Car,Climbing,FR
6233,Mary Bryant,Female,35,Countryside,Warm,Medium,Leisure,1,1,7,July,Ferry,Photography,EN
6234,Julie Porter,Female,52,Spa Retreat,Warm,Low,Business,5,1,12,June,Bus,Photography,FR
6235,Cassandra Vargas,Female,38,Photography Expedition,Warm,Medium,Business,2,1,4,July,Airplane,Drawing,ZH
6236,Andrea Carroll,Female,63,City,Warm,Low,Leisure,4,0,2,July,Airplane,Photography,EN
6237,William Cruz,Female,24,Photography Expedition,Cold,Low,Leisure,5,1,5,July,Ferry,Drawing,ZH
6238,Alexis Garcia,Female,41,Winery,Warm,High,Leisure,1,1,7,June,Train,Gaming,ZH
6239,Brittany Cook,Male,44,Winery,Cold,High,Leisure,2,1,2,August,Car,Photography,FR
6240,Christine Thomas,Female,29,Ski Resort,Warm,High,Leisure,5,0,13,July,Bus,Photography,ZH
6241,Thomas Jones,Male,30,Mountain,Hot,High,Leisure,3,1,3,June,Train,Drawing,FR
6242,Angelica Cook,Female,24,City,Cold,Medium,Business,1,0,11,June,Airplane,Climbing,EN
6243,Joann Aguirre,Female,52,City,Warm,High,Leisure,3,0,11,August,Bus,Photography,EN
6244,Joshua Rodriguez,Male,39,Lake,Cold,Medium,Leisure,3,1,14,June,Car,Climbing,ZH
6245,Dillon Thompson,Male,38,Mountain,Cold,High,Business,3,1,1,July,Car,Climbing,FR
6246,Madeline Sanchez,Female,20,Countryside,Hot,Low,Business,1,0,14,July,Ferry,Gaming,FR
6247,Jeffrey Herrera,Male,34,Mountain,Warm,Low,Business,4,0,8,August,Bus,Photography,EN
6248,Jennifer Mendoza,Male,23,Ski Resort,Warm,High,Leisure,3,0,1,July,Train,Photography,EN
6249,Kimberly Gomez,Male,31,Winery,Hot,High,Leisure,1,1,7,July,Car,Drawing,EN
6250,Anthony Cooper,Female,30,Lake,Hot,High,Business,2,1,13,August,Bus,Climbing,ZH
6251,Steven Miller,Male,20,Island,Hot,Medium,Business,1,1,12,June,Airplane,Drawing,FR
6252,Laura Lewis,Female,51,Lake,Hot,Medium,Business,4,0,6,June,Car,Photography,EN
6253,Richard Rodriguez,Male,18,Photography Expedition,Warm,Medium,Leisure,5,0,1,June,Airplane,Photography,ZH
6254,Amanda Garcia,Female,24,Winery,Hot,High,Business,2,1,10,July,Bus,Photography,FR
6255,Laura Parker,Male,40,Winery,Cold,Low,Leisure,1,1,7,June,Car,Drawing,FR
6256,Ryan Richmond,Female,47,Lake,Warm,Low,Leisure,1,0,11,July,Airplane,Photography,ZH
6257,Kevin White,Female,63,Ski Resort,Hot,High,Business,2,0,1,July,Car,Gaming,FR
6258,Penny Doyle,Female,20,Winery,Warm,Low,Business,5,1,11,July,Airplane,Climbing,FR
6259,Robert Harmon,Male,51,Spa Retreat,Warm,Low,Business,2,0,11,August,Airplane,Gaming,ZH
6260,Ryan Casey,Female,32,Spa Retreat,Hot,High,Business,4,1,10,June,Car,Drawing,EN
6261,David Perez,Male,58,Island,Warm,Medium,Leisure,1,1,2,July,Ferry,Gaming,FR
6262,Gregory Sutton,Female,47,Island,Cold,High,Business,1,1,4,August,Car,Drawing,ZH
6263,Bryan Rodriguez,Female,38,Countryside,Warm,Low,Leisure,4,0,2,July,Car,Climbing,ZH
6264,Adam Rogers,Male,20,Photography Expedition,Cold,Medium,Leisure,3,0,7,August,Train,Gaming,EN
6265,Sally Robles,Male,25,Village,Warm,Medium,Business,1,0,5,June,Car,Climbing,FR
6266,Brandon Werner,Male,39,Photography Expedition,Hot,Low,Business,1,0,8,August,Car,Gaming,EN
6267,Mary Caldwell,Male,22,Village,Warm,Medium,Business,1,1,1,June,Ferry,Drawing,EN
6268,Brian Newman,Male,37,Island,Warm,Low,Business,3,1,12,August,Ferry,Gaming,EN
6269,Jennifer Anderson,Female,33,Mountain,Warm,Low,Business,3,0,4,August,Bus,Photography,FR
6270,James Chapman,Female,28,Winery,Cold,Low,Business,5,0,10,June,Train,Drawing,ZH
6271,Caitlin Hansen,Male,43,Island,Cold,High,Leisure,3,1,5,June,Bus,Climbing,ZH
6272,Joshua Williams,Male,26,Photography Expedition,Cold,Medium,Leisure,5,1,7,August,Bus,Climbing,FR
6273,John Todd,Male,36,Mountain,Hot,Low,Leisure,3,0,11,June,Bus,Drawing,EN
6274,Todd Jones,Male,34,Ski Resort,Hot,High,Leisure,4,1,11,June,Ferry,Drawing,EN
6275,Mary Williams,Male,21,Ski Resort,Cold,Low,Leisure,2,1,1,June,Bus,Gaming,FR
6276,Maria Cross,Female,48,Mountain,Hot,Medium,Leisure,1,1,10,June,Bus,Gaming,EN
6277,Theodore Brooks,Male,30,Island,Cold,Medium,Leisure,3,1,7,July,Airplane,Drawing,EN
6278,Christopher Cook,Female,47,Island,Hot,Medium,Business,3,1,10,July,Airplane,Gaming,FR
6279,John Acosta,Female,31,Mountain,Warm,Medium,Business,1,1,13,July,Train,Climbing,ZH
6280,Daniel Johnson,Male,33,Winery,Hot,Low,Business,3,0,11,August,Ferry,Gaming,EN
6281,Matthew Perez,Female,21,Mountain,Hot,High,Business,1,1,14,July,Train,Gaming,ZH
6282,Jessica Sanchez,Female,62,Photography Expedition,Cold,High,Business,1,0,8,July,Car,Photography,EN
6283,Melissa Smith,Female,43,Photography Expedition,Cold,Medium,Leisure,2,0,1,July,Airplane,Drawing,FR
6284,Taylor Williams,Male,44,Spa Retreat,Cold,Low,Business,5,1,4,August,Ferry,Climbing,EN
6285,Tammy Jones,Female,31,Village,Warm,High,Business,2,0,9,August,Ferry,Photography,FR
6286,Tina Mitchell,Male,58,City,Hot,Low,Leisure,1,0,14,July,Train,Photography,FR
6287,Erin Robinson,Male,60,Lake,Warm,High,Business,5,0,3,June,Airplane,Photography,ZH
6288,Gabrielle Navarro,Female,30,Mountain,Cold,Low,Business,1,0,6,August,Bus,Photography,ZH
6289,Nicole Murillo,Female,35,Winery,Hot,Medium,Leisure,4,1,13,August,Train,Climbing,EN
6290,Amanda Fuller,Male,36,Ski Resort,Hot,Medium,Business,5,0,9,July,Train,Drawing,FR
6291,Amanda Rodriguez,Male,37,City,Hot,Medium,Leisure,3,1,8,July,Bus,Gaming,EN
6292,Haley Morris,Male,31,Lake,Warm,Medium,Business,2,0,14,August,Train,Photography,FR
6293,Erin Williams,Female,19,Mountain,Warm,Low,Business,4,1,10,July,Train,Gaming,ZH
6294,Michael Manning,Female,57,Mountain,Cold,Medium,Leisure,1,0,14,August,Car,Drawing,ZH
6295,Richard Winters,Male,58,Winery,Warm,High,Business,4,1,14,June,Ferry,Gaming,EN
6296,Erica Dalton,Female,63,Countryside,Warm,Medium,Business,4,1,3,August,Ferry,Photography,ZH
6297,Barry Williamson,Female,48,Ski Resort,Hot,Low,Business,3,1,9,August,Airplane,Climbing,EN
6298,Maria Osborne,Male,23,Ski Resort,Warm,Medium,Business,3,0,5,August,Airplane,Photography,FR
6299,Shelia Moreno,Female,48,Winery,Warm,High,Business,4,0,6,June,Bus,Gaming,FR
6300,Wendy Brown,Female,63,Photography Expedition,Warm,Low,Leisure,1,0,3,August,Bus,Photography,FR
6301,Meredith Lopez,Male,44,Ski Resort,Cold,Low,Business,3,0,12,June,Car,Photography,FR
