,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
3714,Pamela Macias,Male,21,Winery,Warm,Medium,Business,2,0,11,October,Airplane,Intellectual Pursuits,EN
3715,Carol Paul,Male,34,Photography Expedition,Hot,Low,Leisure,2,1,7,September,Bus,Culinary,FR
3716,Terry Lane,Female,24,Photography Expedition,Hot,Low,Business,1,1,1,November,Train,Intellectual Pursuits,ZH
3717,David Thompson,Female,46,Mountain,Cold,High,Leisure,3,0,6,October,Car,Physical Sports,ZH
3718,Angel Melendez,Female,34,Mountain,Warm,Medium,Business,3,1,9,November,Ferry,Physical Sports,EN
3719,Michael Brown,Male,27,Island,Warm,Low,Leisure,1,0,9,October,Airplane,Culinary,ZH
3720,Alex Lopez,Female,52,Ski Resort,Cold,High,Leisure,2,0,10,September,Train,Outdoor Exploration,EN
3721,Laura Stafford,Male,56,Photography Expedition,Hot,High,Leisure,5,1,7,October,Train,Outdoor Exploration,ZH
3722,William Thomas,Female,20,Photography Expedition,Hot,Low,Business,2,0,2,November,Bus,Outdoor Exploration,EN
3723,Christine Smith,Female,39,Island,Warm,High,Business,2,1,7,September,Ferry,Culinary,EN
3724,Jill Clark,Male,49,Spa Retreat,Hot,Medium,Leisure,2,0,2,September,Ferry,Outdoor Exploration,EN
3725,Michael Brock,Male,36,Spa Retreat,Hot,High,Leisure,4,1,10,October,Bus,Intellectual Pursuits,FR
3726,Leah Solis,Female,39,Winery,Cold,Low,Leisure,1,0,11,October,Bus,Physical Sports,EN
3727,Kyle Compton,Female,27,Island,Hot,High,Business,2,0,10,November,Bus,Culinary,ZH
3728,Daisy Wolfe,Male,49,Island,Warm,High,Leisure,4,1,9,October,Car,Creative Arts,EN
3729,Marissa Peters,Female,30,Photography Expedition,Warm,Medium,Leisure,4,0,9,October,Bus,Creative Arts,EN
3730,Jason Bond,Male,44,Lake,Cold,Low,Business,1,1,11,November,Bus,Intellectual Pursuits,EN
3731,Monica Ramirez,Male,55,Ski Resort,Hot,Low,Business,5,0,8,November,Bus,Intellectual Pursuits,FR
3732,James Garrison Jr.,Female,59,Spa Retreat,Warm,High,Business,4,0,2,November,Car,Physical Sports,ZH
3733,Veronica Thomas,Male,43,Mountain,Hot,Low,Leisure,1,1,4,October,Bus,Creative Arts,FR
3734,Reginald Lewis,Male,60,Ski Resort,Cold,Medium,Leisure,2,1,3,November,Airplane,Culinary,FR
3735,Gwendolyn Chambers,Female,18,Mountain,Hot,Medium,Leisure,4,1,5,November,Airplane,Physical Sports,FR
3736,Sarah Brown,Female,56,Winery,Hot,Low,Business,1,1,12,November,Train,Physical Sports,FR
3737,Jeffrey Diaz,Female,30,Ski Resort,Hot,Medium,Business,2,1,10,November,Bus,Culinary,EN
3738,John Shah,Female,58,Village,Warm,Low,Business,1,1,2,October,Bus,Physical Sports,ZH
3739,Kelly James,Male,28,Photography Expedition,Cold,Medium,Business,2,1,4,November,Car,Physical Sports,ZH
3740,Laura Nguyen,Male,18,Countryside,Cold,Medium,Business,5,0,13,October,Train,Intellectual Pursuits,ZH
3741,Holly Miles,Male,23,Photography Expedition,Warm,Medium,Leisure,2,0,8,October,Train,Outdoor Exploration,EN
3742,Alexander Johnson,Female,36,Island,Warm,Medium,Business,1,0,2,October,Airplane,Outdoor Exploration,FR
3743,Rebecca Graham,Male,21,Lake,Cold,Medium,Business,5,1,13,November,Train,Outdoor Exploration,FR
3744,Corey Hendricks,Female,46,Photography Expedition,Hot,Low,Business,5,1,14,November,Car,Outdoor Exploration,EN
3745,Brandon Hogan,Male,20,Winery,Cold,Low,Business,5,0,11,October,Ferry,Physical Sports,ZH
3746,Sarah Cochran,Male,61,Mountain,Cold,Medium,Leisure,3,1,14,October,Train,Intellectual Pursuits,EN
3747,Nathan Mendoza,Male,38,Island,Warm,High,Leisure,5,1,6,November,Airplane,Physical Sports,EN
3748,Melissa Hinton,Male,33,Photography Expedition,Warm,High,Leisure,5,0,13,November,Airplane,Culinary,EN
3749,Mitchell Snow,Male,44,Photography Expedition,Cold,Medium,Leisure,5,1,9,September,Airplane,Culinary,ZH
3750,Jessica Morgan,Male,40,Photography Expedition,Hot,Low,Business,4,1,3,October,Bus,Outdoor Exploration,EN
3751,Ronald Mercer,Female,42,Winery,Cold,Medium,Leisure,1,1,7,September,Airplane,Outdoor Exploration,EN
3752,Barry Hansen,Male,27,Spa Retreat,Warm,High,Business,3,0,12,September,Car,Intellectual Pursuits,ZH
3753,Brent Garcia,Male,21,Winery,Cold,High,Leisure,1,0,2,October,Airplane,Intellectual Pursuits,ZH
3754,Gregory Rodriguez,Female,24,City,Hot,Low,Leisure,3,0,14,October,Airplane,Outdoor Exploration,FR
3755,Paige Price,Female,40,City,Hot,Low,Business,2,0,9,October,Airplane,Outdoor Exploration,EN
3756,Monica Adams,Female,42,Photography Expedition,Cold,High,Business,2,1,11,October,Airplane,Intellectual Pursuits,ZH
3757,Ariel Gomez,Female,20,Winery,Cold,High,Leisure,1,0,10,November,Bus,Intellectual Pursuits,ZH
3758,Joseph Cantu,Female,43,City,Cold,High,Leisure,4,0,1,October,Train,Outdoor Exploration,FR
3759,Kevin Mckinney,Female,22,Island,Hot,High,Leisure,3,1,8,September,Ferry,Physical Sports,FR
3760,Connie Everett,Male,56,Spa Retreat,Cold,Low,Business,1,1,5,November,Car,Outdoor Exploration,ZH
3761,Alan Kim,Male,35,Countryside,Cold,High,Leisure,3,0,9,November,Ferry,Physical Sports,EN
3762,Jesus Davis,Male,19,City,Hot,Low,Business,5,0,8,October,Airplane,Outdoor Exploration,EN
3763,Justin Clayton,Female,59,Village,Warm,High,Business,3,0,6,October,Airplane,Physical Sports,EN
3764,Regina Avery,Female,57,Spa Retreat,Warm,Low,Leisure,5,0,9,September,Airplane,Intellectual Pursuits,FR
3765,Elaine Lyons,Male,56,City,Hot,High,Business,4,1,3,October,Bus,Physical Sports,EN
3766,Sharon Bowman,Male,25,Mountain,Hot,High,Business,4,1,11,November,Car,Culinary,ZH
3767,Julia Flowers,Male,19,Island,Hot,High,Leisure,1,0,12,October,Ferry,Physical Sports,ZH
3768,Gabriel Fletcher,Female,57,City,Warm,Low,Leisure,1,1,3,September,Airplane,Intellectual Pursuits,EN
3769,Shannon Glass,Female,45,Lake,Hot,High,Business,1,1,2,September,Ferry,Culinary,EN
3770,Angela Fernandez,Male,20,Island,Cold,Low,Leisure,3,1,4,October,Car,Outdoor Exploration,FR
3771,David Frye,Male,21,Countryside,Cold,Low,Leisure,3,0,7,November,Bus,Creative Arts,FR
3772,Debra Parker,Female,21,Ski Resort,Hot,High,Leisure,3,1,3,October,Car,Culinary,FR
3773,Johnathan Patel,Male,26,Mountain,Cold,High,Leisure,1,1,3,October,Bus,Intellectual Pursuits,FR
3774,Jerry Forbes,Female,56,Village,Cold,Low,Business,2,1,14,November,Train,Outdoor Exploration,EN
3775,Daniel Holmes,Female,52,Lake,Cold,Low,Leisure,2,0,11,October,Car,Intellectual Pursuits,ZH
3776,Tiffany Mayer,Male,25,Ski Resort,Hot,Medium,Leisure,2,1,10,November,Train,Physical Sports,EN
3777,Michael White,Female,19,Island,Cold,Medium,Leisure,5,0,7,October,Train,Culinary,ZH
3778,Kristi Reynolds,Female,63,Village,Cold,High,Business,3,1,11,November,Airplane,Physical Sports,EN
3779,Carolyn Simmons,Female,58,Spa Retreat,Warm,Low,Leisure,1,1,5,November,Ferry,Intellectual Pursuits,FR
3780,Jacqueline Cruz,Male,32,Winery,Cold,Medium,Business,4,0,6,September,Train,Outdoor Exploration,ZH
3781,William Simmons,Male,32,Lake,Hot,Medium,Leisure,2,0,13,November,Airplane,Creative Arts,EN
3782,Robert Carroll DDS,Female,42,Island,Warm,High,Leisure,3,0,7,November,Ferry,Outdoor Exploration,EN
3783,Jon Horn,Female,47,Island,Cold,Low,Business,2,1,3,November,Airplane,Physical Sports,EN
3784,Michael Mendoza,Male,43,Island,Hot,High,Business,4,0,1,October,Airplane,Creative Arts,ZH
3785,John Chase,Female,47,Mountain,Cold,Medium,Business,1,0,1,October,Train,Creative Arts,FR
3786,Kevin Hernandez,Male,18,Countryside,Cold,Medium,Leisure,5,1,13,September,Car,Intellectual Pursuits,FR
3787,Michael Sullivan,Female,33,City,Warm,Low,Business,5,1,12,October,Train,Outdoor Exploration,ZH
3788,Jessica Johnson,Male,44,Village,Cold,Low,Business,5,1,1,November,Ferry,Outdoor Exploration,FR
3789,Diane Norris,Female,47,Winery,Cold,Low,Leisure,1,0,3,September,Ferry,Intellectual Pursuits,ZH
3790,Brittany Lopez,Male,61,Village,Hot,High,Leisure,4,0,8,September,Train,Outdoor Exploration,EN
3791,Jonathan Chavez,Male,54,Ski Resort,Cold,Medium,Business,4,1,11,September,Car,Physical Sports,FR
3792,Jason Jones,Male,44,Photography Expedition,Hot,High,Business,2,0,8,September,Ferry,Outdoor Exploration,EN
3793,Heather Smith,Male,24,City,Hot,High,Business,2,1,10,September,Bus,Creative Arts,ZH
3794,Brian Pruitt,Female,33,Lake,Warm,Medium,Business,4,1,6,September,Car,Creative Arts,ZH
3795,Daniel Mullins,Male,30,Mountain,Hot,High,Leisure,5,1,2,November,Ferry,Intellectual Pursuits,EN
3796,Anthony Bates,Male,31,Village,Cold,Low,Business,2,0,3,November,Airplane,Culinary,ZH
3797,Darryl Foster,Male,48,Spa Retreat,Warm,High,Business,3,0,9,November,Bus,Physical Sports,FR
3798,Victoria Lewis,Female,39,Spa Retreat,Hot,High,Business,4,0,11,September,Airplane,Intellectual Pursuits,EN
3799,Aaron Brown,Female,52,Island,Cold,High,Business,2,0,11,November,Car,Physical Sports,EN
3800,Robert Singleton,Female,58,Island,Cold,High,Business,5,1,14,September,Bus,Creative Arts,EN
3801,Daniel Chavez,Female,41,Spa Retreat,Cold,High,Business,5,0,2,October,Car,Physical Sports,EN
3802,Stefanie Harrison,Male,40,Countryside,Hot,Low,Business,4,0,1,November,Train,Culinary,FR
3803,Danielle Morton,Male,57,Photography Expedition,Hot,High,Business,5,0,12,October,Bus,Outdoor Exploration,EN
3804,Matthew Marshall,Male,45,Countryside,Warm,Low,Business,1,0,7,October,Airplane,Creative Arts,EN
3805,Lauren Winters,Male,40,Ski Resort,Cold,Medium,Business,1,1,11,November,Car,Outdoor Exploration,ZH
3806,Nathan Patterson,Male,39,Winery,Cold,Medium,Leisure,2,1,1,October,Train,Outdoor Exploration,ZH
3807,Darryl Allen,Female,50,Island,Hot,High,Leisure,3,1,4,October,Bus,Culinary,EN
3808,Joseph Mahoney,Male,58,Countryside,Hot,Medium,Leisure,1,0,4,October,Ferry,Culinary,ZH
3809,Cesar Torres,Male,38,Mountain,Hot,High,Business,3,1,14,November,Bus,Intellectual Pursuits,EN
3810,Lisa Ramos,Female,18,Winery,Hot,High,Business,4,0,8,November,Airplane,Intellectual Pursuits,EN
3811,Jennifer Sanders,Male,43,Ski Resort,Hot,High,Leisure,4,1,4,October,Train,Culinary,FR
3812,Lorraine Owens,Female,25,Photography Expedition,Hot,Medium,Leisure,1,0,6,September,Train,Culinary,ZH
3813,Denise Smith,Male,36,Spa Retreat,Hot,Medium,Leisure,3,1,2,September,Car,Outdoor Exploration,ZH
3814,Julie Miller,Female,59,Winery,Warm,High,Business,5,0,3,September,Car,Intellectual Pursuits,EN
3815,Gary Taylor,Female,42,Lake,Hot,Low,Leisure,4,0,3,September,Car,Outdoor Exploration,FR
3816,Robin Powell,Female,29,Ski Resort,Hot,High,Leisure,4,1,2,September,Ferry,Physical Sports,EN
3817,Allen Fisher,Male,44,Countryside,Cold,Low,Leisure,4,0,11,November,Airplane,Creative Arts,ZH
3818,Stephanie Liu,Female,31,Mountain,Hot,Medium,Business,3,0,12,September,Train,Intellectual Pursuits,FR
3819,Robert Peterson,Male,31,Photography Expedition,Hot,Medium,Leisure,3,1,9,November,Bus,Creative Arts,ZH
3820,Tamara Patel,Female,26,Spa Retreat,Warm,High,Business,4,0,10,September,Car,Culinary,ZH
3821,Barry Martinez,Female,41,Spa Retreat,Warm,Low,Leisure,4,0,3,October,Airplane,Outdoor Exploration,ZH
3822,Mrs. Nicole Bailey,Male,57,Winery,Hot,Medium,Business,2,1,14,October,Ferry,Physical Sports,FR
3823,Mia Freeman,Female,22,Lake,Hot,High,Leisure,4,1,12,September,Ferry,Outdoor Exploration,EN
3824,Jeffrey Jackson,Female,19,Photography Expedition,Warm,Low,Leisure,1,0,13,October,Ferry,Physical Sports,ZH
3825,Jennifer Brooks,Male,48,Mountain,Hot,Medium,Leisure,4,0,2,October,Train,Creative Arts,EN
3826,Robert Castro,Male,30,Photography Expedition,Cold,Medium,Business,3,0,2,October,Ferry,Outdoor Exploration,FR
3827,Cindy Morales,Female,24,Mountain,Hot,High,Business,2,1,13,September,Airplane,Outdoor Exploration,ZH
3828,Craig King,Female,52,City,Warm,High,Business,5,1,11,October,Car,Culinary,EN
3829,Kristen Madden,Male,37,Photography Expedition,Hot,Medium,Leisure,3,0,11,November,Car,Physical Sports,ZH
3830,Steven Richardson,Male,34,Winery,Cold,Low,Business,4,1,9,September,Train,Physical Sports,ZH
3831,Tyler Hayes,Female,27,Winery,Hot,Medium,Leisure,4,1,10,October,Train,Physical Sports,ZH
3832,Donna Long,Female,50,Winery,Warm,Low,Leisure,1,0,2,October,Car,Intellectual Pursuits,ZH
3833,Susan Sexton,Female,59,Photography Expedition,Hot,Medium,Business,2,0,13,October,Ferry,Physical Sports,ZH
3834,Pamela Gonzalez,Female,30,Island,Warm,Low,Leisure,2,1,12,October,Train,Creative Arts,ZH
3835,Jessica Mckay,Female,36,Photography Expedition,Cold,High,Leisure,2,0,10,September,Ferry,Intellectual Pursuits,ZH
3836,John Boyd,Female,31,Island,Cold,High,Business,4,1,9,October,Bus,Creative Arts,ZH
3837,Lisa Nolan,Male,63,Countryside,Cold,Low,Leisure,1,1,7,November,Bus,Outdoor Exploration,EN
3838,Stephanie Day,Male,44,Spa Retreat,Hot,Low,Leisure,3,0,14,October,Train,Culinary,ZH
3839,Mark Banks,Female,30,Lake,Warm,High,Business,3,1,13,September,Car,Physical Sports,ZH
3840,Connor Diaz,Male,38,Lake,Hot,High,Business,1,1,6,September,Bus,Culinary,FR
3841,Melissa Meyers,Female,43,Spa Retreat,Warm,Medium,Leisure,2,1,8,October,Car,Culinary,ZH
3842,Mr. Brett Ayala,Female,48,Ski Resort,Warm,High,Business,2,0,7,October,Train,Outdoor Exploration,EN
3843,James Miller,Female,43,Mountain,Hot,High,Leisure,1,0,11,October,Bus,Culinary,FR
3844,Robin Bryan,Male,20,Village,Hot,Medium,Leisure,4,0,1,November,Airplane,Creative Arts,EN
3845,Michelle Nguyen,Male,53,Ski Resort,Hot,High,Business,2,1,3,October,Bus,Intellectual Pursuits,ZH
3846,David Taylor,Male,41,Island,Warm,Low,Business,4,1,8,September,Ferry,Physical Sports,FR
3847,John James,Male,56,Village,Warm,Medium,Business,1,0,6,September,Airplane,Physical Sports,ZH
3848,Jeffrey Anderson,Female,48,City,Cold,Low,Business,2,1,11,September,Train,Intellectual Pursuits,EN
3849,James Hill,Male,25,Countryside,Warm,High,Leisure,4,1,8,September,Ferry,Creative Arts,FR
3850,Theresa Davis,Female,34,Ski Resort,Cold,High,Leisure,4,1,1,September,Ferry,Intellectual Pursuits,EN
3851,Daniel Jones,Female,50,Photography Expedition,Cold,High,Business,1,0,9,November,Train,Outdoor Exploration,FR
3852,Casey Lutz,Female,51,Ski Resort,Warm,High,Business,1,0,2,September,Airplane,Creative Arts,ZH
3853,John Manning,Female,44,City,Hot,High,Leisure,2,0,8,September,Airplane,Physical Sports,ZH
3854,Amanda Jones,Male,21,Winery,Warm,High,Leisure,2,1,6,September,Train,Physical Sports,ZH
3855,Melanie Martin,Male,38,Winery,Hot,High,Business,5,0,13,November,Car,Culinary,EN
3856,Francisco Smith,Female,62,Village,Cold,Low,Business,3,0,8,October,Car,Outdoor Exploration,EN
3857,Daniel Jackson,Male,56,Photography Expedition,Hot,High,Leisure,2,0,3,October,Airplane,Culinary,ZH
3858,Mary Michael,Male,56,City,Warm,High,Leisure,2,1,11,September,Bus,Outdoor Exploration,EN
3859,Ryan Long,Female,60,Village,Hot,Medium,Leisure,5,0,7,October,Ferry,Outdoor Exploration,FR
3860,Anita Davis,Male,35,Photography Expedition,Warm,Low,Business,2,1,11,October,Train,Intellectual Pursuits,FR
3861,Joshua King,Male,27,Winery,Cold,Medium,Business,3,0,14,September,Ferry,Physical Sports,ZH
3862,Joseph Rodriguez,Male,52,Countryside,Cold,Low,Business,5,0,7,November,Airplane,Creative Arts,FR
3863,Marcus Spears Jr.,Female,37,Village,Warm,High,Business,4,0,11,November,Airplane,Physical Sports,FR
3864,Joseph Skinner,Female,25,Photography Expedition,Hot,Medium,Business,3,1,8,October,Airplane,Outdoor Exploration,FR
3865,Michael Warren,Male,19,Ski Resort,Warm,Low,Leisure,3,1,1,October,Bus,Culinary,ZH
3866,Andrew Mathews,Female,50,City,Cold,Medium,Business,5,1,7,September,Bus,Intellectual Pursuits,ZH
3867,Andrew Ellis,Female,25,Village,Warm,High,Leisure,4,0,10,November,Car,Physical Sports,EN
3868,Mark Perez,Female,46,Winery,Warm,Low,Business,2,1,6,October,Bus,Intellectual Pursuits,ZH
3869,Edwin Hanson,Male,40,Countryside,Cold,High,Leisure,5,1,10,November,Train,Intellectual Pursuits,EN
3870,John Lee,Female,47,Ski Resort,Hot,High,Business,4,1,12,November,Bus,Physical Sports,EN
3871,Brandon Daniels,Male,50,Winery,Cold,High,Business,5,1,1,September,Train,Culinary,FR
3872,Edward Savage,Female,28,Countryside,Cold,High,Leisure,3,0,2,November,Car,Culinary,FR
3873,Ryan Bender,Female,61,Mountain,Warm,Medium,Business,3,1,8,September,Car,Outdoor Exploration,FR
3874,Virginia Sullivan,Male,61,Photography Expedition,Hot,High,Leisure,5,1,1,September,Train,Intellectual Pursuits,EN
3875,Kristy Smith,Female,28,Village,Warm,Medium,Leisure,2,0,5,November,Airplane,Intellectual Pursuits,FR
3876,Jessica Lozano,Male,22,Countryside,Cold,High,Business,1,1,12,October,Train,Intellectual Pursuits,ZH
3877,Daniel Watkins,Male,20,City,Warm,Medium,Business,5,1,7,September,Bus,Culinary,EN
3878,Devin Goodman,Female,38,Spa Retreat,Hot,High,Business,1,1,5,November,Ferry,Physical Sports,ZH
3879,Felicia James,Male,42,Winery,Hot,Low,Leisure,4,0,1,September,Car,Outdoor Exploration,FR
3880,Dr. Jessica Frost,Female,53,Spa Retreat,Cold,High,Leisure,5,1,13,November,Ferry,Physical Sports,FR
3881,Diana Wiggins,Female,48,Island,Hot,Medium,Business,3,0,14,October,Train,Physical Sports,EN
3882,Melanie Archer,Female,62,Spa Retreat,Cold,Medium,Leisure,1,1,5,October,Car,Intellectual Pursuits,EN
3883,John Davis,Male,30,Island,Hot,Medium,Business,4,0,11,October,Airplane,Creative Arts,EN
3884,Steven Sanchez,Male,46,Lake,Cold,Medium,Business,3,0,3,October,Ferry,Culinary,FR
3885,Sheena White,Male,24,Photography Expedition,Hot,Medium,Business,5,0,8,September,Bus,Culinary,FR
3886,John Payne,Female,64,Mountain,Cold,Medium,Leisure,3,1,11,October,Bus,Intellectual Pursuits,EN
3887,Courtney Martinez,Male,43,Winery,Warm,High,Leisure,4,1,3,October,Ferry,Culinary,FR
3888,Cynthia Stout,Female,56,Photography Expedition,Cold,High,Business,3,0,4,October,Car,Outdoor Exploration,ZH
3889,Mr. Tommy Clark,Male,27,Winery,Warm,High,Business,3,1,1,September,Ferry,Creative Arts,ZH
3890,Xavier Wheeler,Female,59,Photography Expedition,Hot,Medium,Business,4,0,12,November,Bus,Physical Sports,EN
3891,Dean Banks,Female,37,Countryside,Warm,Low,Leisure,5,0,1,September,Car,Culinary,EN
3892,Eric Coleman,Male,44,Spa Retreat,Warm,Medium,Leisure,3,1,1,September,Car,Culinary,EN
3893,Patricia Reynolds,Male,28,Spa Retreat,Warm,High,Business,4,1,10,November,Airplane,Physical Sports,EN
3894,Gina Griffin,Male,35,Photography Expedition,Warm,Medium,Leisure,4,1,11,November,Ferry,Creative Arts,EN
3895,Julia Hill,Male,58,Lake,Warm,High,Leisure,4,0,13,September,Bus,Culinary,FR
3896,Melanie Martin,Male,44,Village,Hot,Low,Leisure,2,1,11,September,Train,Creative Arts,EN
3897,Jessica Frye,Female,48,Village,Warm,Medium,Leisure,2,0,13,October,Ferry,Creative Arts,EN
3898,Joseph Miller,Female,55,Countryside,Cold,High,Leisure,4,1,1,November,Car,Physical Sports,EN
3899,Bryan Jensen,Male,40,Photography Expedition,Warm,Low,Leisure,2,0,11,November,Car,Physical Sports,ZH
3900,Cheryl Perez,Male,44,Winery,Cold,High,Leisure,5,1,2,September,Ferry,Intellectual Pursuits,FR
3901,James Bailey,Male,28,Mountain,Hot,Low,Business,1,0,7,November,Airplane,Creative Arts,EN
3902,Lori Lopez,Male,51,Countryside,Cold,Medium,Business,4,1,5,October,Train,Physical Sports,FR
3903,Crystal Vasquez,Female,53,Lake,Hot,High,Leisure,3,1,13,October,Bus,Culinary,FR
3904,Caitlin Gibbs,Female,52,Countryside,Warm,High,Business,1,1,2,October,Car,Intellectual Pursuits,FR
3905,Mary Ortiz,Male,64,Island,Cold,Medium,Business,3,0,4,September,Train,Culinary,EN
3906,Lisa Shaw,Female,21,Photography Expedition,Warm,Medium,Leisure,4,1,12,November,Airplane,Physical Sports,EN
3907,Deborah Martin,Female,24,Countryside,Cold,High,Leisure,3,0,2,September,Ferry,Creative Arts,ZH
3908,Steven Reeves,Male,25,Winery,Hot,Medium,Leisure,2,0,13,September,Car,Culinary,ZH
3909,Kathryn Holland,Male,46,Spa Retreat,Cold,Medium,Leisure,2,0,13,September,Bus,Intellectual Pursuits,ZH
3910,Maureen Payne,Male,53,Island,Hot,High,Business,2,0,10,November,Train,Intellectual Pursuits,EN
3911,Jimmy Campbell,Female,20,Winery,Cold,Medium,Leisure,4,0,8,November,Ferry,Intellectual Pursuits,EN
3912,Brandon Price,Female,49,Photography Expedition,Warm,Medium,Business,5,0,11,September,Bus,Outdoor Exploration,ZH
3913,Mercedes Levine,Female,41,Village,Cold,Medium,Leisure,4,0,14,September,Bus,Outdoor Exploration,EN
3914,Stacy Leonard,Female,39,Winery,Cold,Medium,Business,3,1,13,October,Bus,Culinary,FR
3915,Tammy Salazar,Male,22,Village,Warm,Low,Leisure,4,0,13,October,Car,Culinary,EN
3916,Tristan Fields,Male,40,Lake,Hot,High,Leisure,5,1,7,September,Bus,Outdoor Exploration,FR
3917,Christopher Brock,Male,61,City,Hot,Medium,Business,2,1,4,October,Airplane,Physical Sports,FR
3918,Brenda Sparks,Female,42,Countryside,Hot,Low,Leisure,5,1,2,October,Train,Physical Sports,FR
3919,John Williams,Female,56,Photography Expedition,Warm,Medium,Leisure,2,1,11,November,Train,Physical Sports,EN
3920,David Smith,Male,29,Island,Cold,Low,Leisure,4,1,3,September,Car,Physical Sports,FR
3921,Deanna Lowe,Male,23,Mountain,Cold,High,Business,1,1,14,September,Train,Intellectual Pursuits,ZH
3922,Charles Sullivan,Male,20,Winery,Cold,Low,Business,3,0,2,October,Train,Outdoor Exploration,ZH
3923,Sarah Chambers MD,Male,62,Ski Resort,Cold,Medium,Leisure,5,0,9,October,Train,Creative Arts,EN
3924,Caleb Brown Jr.,Male,38,Spa Retreat,Warm,Medium,Business,4,1,9,October,Ferry,Physical Sports,FR
3925,Teresa Lopez,Female,56,Mountain,Warm,Low,Business,4,1,8,November,Airplane,Intellectual Pursuits,EN
3926,Cynthia Watson,Male,51,Village,Hot,High,Business,1,1,9,November,Airplane,Creative Arts,ZH
3927,Michael Lee,Female,43,Island,Warm,Low,Leisure,1,0,9,November,Car,Culinary,ZH
3928,Thomas Swanson,Male,28,Island,Warm,Medium,Business,3,0,4,September,Train,Creative Arts,EN
3929,Scott Green,Female,58,Countryside,Cold,Medium,Leisure,3,1,1,October,Airplane,Culinary,FR
3930,Brianna Sullivan,Male,27,Winery,Cold,Medium,Leisure,2,1,12,October,Ferry,Physical Sports,FR
3931,Leonard Perez,Female,49,Spa Retreat,Cold,Medium,Business,3,1,7,October,Train,Physical Sports,FR
3932,Mark Johnson,Male,36,Ski Resort,Cold,Medium,Business,1,0,13,October,Car,Physical Sports,ZH
3933,Alex Morgan,Female,47,Village,Cold,Medium,Leisure,1,0,8,September,Car,Outdoor Exploration,ZH
3934,Sandra Bailey,Male,19,Island,Cold,Low,Business,2,0,12,October,Airplane,Intellectual Pursuits,EN
3935,Richard Thompson,Male,26,Island,Warm,Low,Business,5,1,1,October,Car,Outdoor Exploration,FR
3936,Bryan Gardner,Female,45,Mountain,Cold,High,Business,3,1,1,October,Bus,Creative Arts,FR
3937,Kelly Orr,Male,28,Winery,Warm,Medium,Leisure,1,1,8,September,Airplane,Intellectual Pursuits,EN
3938,Jason Davidson,Female,21,Countryside,Warm,Low,Leisure,2,1,13,September,Airplane,Physical Sports,ZH
3939,Tiffany Brown,Male,61,Photography Expedition,Cold,Medium,Business,5,1,4,September,Bus,Outdoor Exploration,FR
3940,Jose Roman,Male,54,Winery,Cold,High,Leisure,4,1,2,November,Ferry,Intellectual Pursuits,ZH
3941,John Nguyen,Male,39,Island,Warm,High,Leisure,2,1,13,October,Car,Outdoor Exploration,FR
3942,Julie Cook DDS,Male,60,Lake,Hot,High,Leisure,5,1,6,September,Car,Intellectual Pursuits,EN
3943,Robert Allen,Male,60,Mountain,Warm,High,Business,2,1,8,October,Train,Creative Arts,ZH
3944,James Anderson,Female,27,Countryside,Hot,High,Leisure,4,1,13,November,Airplane,Creative Arts,FR
3945,Rachel Cox,Female,55,Countryside,Warm,Low,Business,4,1,12,September,Bus,Creative Arts,ZH
3946,Brian Pineda,Male,38,City,Cold,High,Leisure,5,1,3,November,Ferry,Culinary,ZH
3947,Kelsey West,Female,26,Village,Warm,Low,Leisure,2,0,12,September,Car,Intellectual Pursuits,EN
3948,Marc Ayala,Male,35,Ski Resort,Warm,High,Leisure,2,0,6,September,Airplane,Creative Arts,FR
3949,Brittany Miller,Male,46,City,Hot,High,Business,4,1,3,October,Ferry,Physical Sports,ZH
3950,Scott Lucero,Male,32,City,Warm,Medium,Business,2,1,9,November,Car,Outdoor Exploration,FR
3951,Tiffany George,Male,21,Lake,Hot,High,Business,5,1,9,October,Airplane,Culinary,FR
3952,Nicholas Acevedo,Female,48,Ski Resort,Warm,Medium,Leisure,5,0,13,November,Train,Outdoor Exploration,FR
3953,Joshua Ellis MD,Male,20,Lake,Warm,Medium,Business,2,1,13,September,Train,Physical Sports,ZH
3954,Megan Mcmahon,Female,59,Ski Resort,Warm,High,Leisure,5,0,14,November,Airplane,Creative Arts,ZH
3955,Dawn Lawrence,Male,57,Lake,Hot,High,Business,5,1,11,October,Bus,Culinary,ZH
3956,Kelly Caldwell,Female,45,Mountain,Hot,Low,Leisure,4,0,10,September,Airplane,Intellectual Pursuits,ZH
3957,Kenneth Crawford,Female,44,Village,Hot,Low,Business,2,1,7,October,Ferry,Physical Sports,ZH
3958,Catherine Marsh,Male,39,Spa Retreat,Hot,High,Leisure,1,1,1,November,Car,Creative Arts,ZH
3959,John Lucas,Female,43,Ski Resort,Warm,Medium,Business,1,0,5,September,Ferry,Intellectual Pursuits,FR
3960,Karen Garcia,Male,61,Ski Resort,Warm,Low,Business,3,1,10,October,Bus,Outdoor Exploration,FR
3961,Elizabeth Bennett,Male,37,Countryside,Warm,Low,Business,1,1,4,November,Train,Outdoor Exploration,FR
3962,Bonnie Watson,Male,64,Winery,Cold,Low,Business,3,0,5,September,Car,Intellectual Pursuits,EN
