,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
5664,William Brown,Female,40,Mountain,Hot,High,Leisure,1,0,3,August,Ferry
5665,Samantha Singleton,Female,60,Mountain,Cold,High,Business,3,1,7,June,Bus
5666,Michele Bond,Male,27,Winery,Hot,Low,Leisure,1,0,14,July,Car
5667,Tiffany Sanchez,Male,24,Island,Hot,Low,Business,3,0,12,August,Airplane
5668,Patricia Brown,Male,28,Lake,Hot,High,Business,1,1,2,June,Bus
5669,Travis Edwards,Male,36,Mountain,Hot,Medium,Leisure,2,1,10,July,Airplane
5670,Rodney Murphy,Female,28,Winery,Hot,High,Leisure,2,0,4,August,Train
5671,Jack Gilbert,Female,31,Ski Resort,Warm,High,Business,1,0,6,August,Train
5672,Jeffrey Price,Male,58,Countryside,Cold,Low,Leisure,4,1,7,June,Train
5673,Robert Mason,Female,57,Ski Resort,Cold,Low,Leisure,5,0,2,June,Airplane
5674,Ryan Casey,Male,50,Countryside,Warm,High,Business,3,1,7,July,Car
5675,Michael Sharp,Male,56,City,Cold,High,Leisure,2,1,1,July,Ferry
5676,Michael Medina,Female,37,Island,Hot,Medium,Leisure,5,1,14,August,Car
5677,Lindsey Smith,Male,18,Mountain,Cold,Medium,Leisure,2,1,6,June,Bus
5678,Dr. Stephanie Martinez,Female,39,Countryside,Warm,Low,Business,1,0,8,July,Car
5679,Jamie Fuller,Male,32,Ski Resort,Cold,High,Leisure,5,1,3,July,Bus
5680,Jean Perez,Male,21,City,Hot,High,Leisure,4,1,10,July,Airplane
5681,Amanda Sims,Male,61,Mountain,Hot,Medium,Business,2,1,2,July,Ferry
5682,Lindsey Mclean,Male,46,Photography Expedition,Warm,High,Business,4,0,10,August,Train
5683,Derek Christian,Female,26,Village,Cold,Low,Business,2,1,7,June,Ferry
5684,Mrs. Ashley Gordon,Female,52,Photography Expedition,Cold,Medium,Leisure,4,0,5,August,Airplane
5685,Jacob Rice,Male,44,Spa Retreat,Cold,High,Leisure,2,1,8,August,Bus
5686,Kyle Thompson,Female,24,Island,Cold,Medium,Leisure,2,1,8,June,Airplane
5687,Jeffrey Burke,Female,34,Mountain,Cold,Low,Business,3,0,13,June,Bus
5688,Tara Meyer,Female,21,Spa Retreat,Hot,Low,Business,1,0,7,July,Bus
5689,Edwin Green,Male,37,Photography Expedition,Cold,Low,Business,4,0,1,July,Airplane
5690,Erica Wilson,Female,54,Island,Warm,Low,Leisure,1,1,13,June,Airplane
5691,Dr. Richard Peters,Male,60,Village,Cold,Low,Business,5,0,13,August,Ferry
5692,Derek Henderson,Female,19,Spa Retreat,Warm,Medium,Leisure,2,0,10,July,Car
5693,Bonnie Castro,Male,28,Countryside,Cold,Medium,Business,3,0,5,June,Train
5694,Wendy Williams,Female,34,Lake,Warm,Medium,Business,2,1,11,June,Car
5695,Debra Fisher,Male,31,Village,Hot,High,Business,4,1,6,August,Train
5696,Danielle Johnson,Female,56,Photography Expedition,Cold,Low,Business,1,1,11,June,Airplane
5697,Tabitha Whitaker,Female,31,Lake,Hot,Low,Business,1,1,5,August,Ferry
5698,Erica Mcneil,Female,53,Photography Expedition,Hot,Low,Business,5,0,9,August,Car
5699,Bryan Ford,Female,28,Countryside,Warm,High,Business,4,1,6,June,Train
5700,Julia Johnson,Female,31,Spa Retreat,Warm,Medium,Business,2,0,6,June,Train
5701,Warren Singleton,Female,48,City,Cold,Low,Leisure,4,1,12,June,Car
5702,Benjamin Chang,Male,54,Photography Expedition,Hot,High,Leisure,4,1,11,July,Car
5703,Timothy Lam,Male,30,Village,Warm,Medium,Business,3,1,6,June,Car
5704,Tammy Barr,Male,37,Countryside,Cold,Low,Leisure,3,1,8,August,Ferry
5705,Veronica Williams,Male,32,Countryside,Hot,Low,Leisure,2,1,8,June,Bus
5706,Katherine Wood,Female,23,Lake,Cold,Low,Business,2,1,1,June,Train
5707,Joseph Sheppard,Female,20,Island,Hot,Low,Leisure,1,0,2,August,Train
5708,Bobby Pierce,Female,29,Lake,Warm,High,Leisure,3,0,1,June,Car
5709,Matthew Tyler,Male,36,Photography Expedition,Hot,Medium,Business,3,1,7,August,Train
5710,Kaitlyn Collins,Female,39,Village,Warm,Medium,Leisure,4,0,13,July,Bus
5711,Robert Stokes,Male,28,City,Warm,High,Leisure,4,1,7,August,Airplane
5712,James Campbell,Male,32,Lake,Hot,High,Leisure,4,0,9,August,Airplane
5713,William Thomas,Female,54,City,Cold,Medium,Leisure,5,0,13,August,Ferry
5714,Madison Cohen,Male,26,Lake,Cold,High,Business,5,0,2,August,Airplane
5715,Ashley Porter,Male,47,Mountain,Cold,Low,Leisure,4,1,6,June,Ferry
5716,Edward Dunn,Female,27,Village,Hot,Medium,Leisure,1,0,5,July,Bus
5717,Samantha Coleman,Female,39,Island,Cold,Medium,Business,4,1,14,July,Bus
5718,Catherine Moss,Female,44,Photography Expedition,Hot,Low,Leisure,3,0,7,July,Ferry
5719,Hailey Williams,Female,32,Countryside,Hot,High,Leisure,5,1,4,June,Airplane
5720,Jacob Singleton,Female,53,Spa Retreat,Cold,High,Leisure,5,1,1,June,Ferry
5721,Kenneth Robertson,Female,19,Island,Hot,Medium,Leisure,1,0,13,August,Airplane
5722,Joseph Alvarez,Male,25,Spa Retreat,Hot,Medium,Business,1,1,3,July,Airplane
5723,Andrea Steele,Male,49,Island,Hot,Medium,Leisure,1,1,14,June,Ferry
5724,Thomas Howard,Male,27,Lake,Hot,Low,Leisure,4,1,9,June,Airplane
5725,Julie Herrera,Female,44,Photography Expedition,Cold,Medium,Business,1,0,7,June,Train
5726,Ashley Herrera,Female,22,Countryside,Warm,Low,Business,4,0,11,July,Airplane
5727,Melissa Moore,Female,21,Lake,Warm,High,Leisure,5,1,11,August,Car
5728,Joseph Malone,Female,23,Island,Hot,High,Business,3,1,4,August,Airplane
5729,Amy Reed MD,Female,23,Ski Resort,Warm,High,Business,3,1,2,August,Airplane
5730,Kelly Price,Male,24,Photography Expedition,Warm,Medium,Leisure,4,0,12,July,Bus
5731,Jessica Washington,Female,63,Ski Resort,Warm,Medium,Business,2,0,2,August,Ferry
5732,Nicholas Chaney,Male,34,Spa Retreat,Warm,Medium,Leisure,5,1,11,August,Ferry
5733,Michael Johnson,Male,54,Countryside,Cold,High,Leisure,3,1,5,August,Train
5734,Susan Bradshaw,Female,18,Spa Retreat,Hot,Medium,Leisure,4,0,1,August,Ferry
5735,Jason Dorsey,Male,29,Winery,Cold,Low,Leisure,2,1,10,June,Bus
5736,Kenneth Gamble,Female,56,Village,Warm,Low,Business,5,1,12,August,Train
5737,Becky Johnson,Female,59,Photography Expedition,Cold,Low,Leisure,4,1,1,July,Bus
5738,Michael Thomas,Male,34,Island,Warm,Low,Business,5,1,7,August,Bus
5739,Warren Campbell DDS,Female,51,Winery,Cold,Medium,Business,4,0,7,June,Airplane
5740,Linda Freeman,Male,43,Village,Cold,Medium,Leisure,2,0,13,June,Train
5741,Devon Gomez,Female,61,Ski Resort,Cold,Low,Business,5,1,8,July,Airplane
5742,Rebecca Thompson,Male,35,Village,Hot,Medium,Leisure,1,0,13,July,Car
5743,Danielle Wood,Female,23,Island,Hot,Low,Business,3,0,8,July,Bus
5744,Sierra Cross,Female,42,Lake,Hot,Medium,Business,4,1,6,July,Bus
5745,James Stephenson,Female,30,Countryside,Cold,High,Business,1,0,1,July,Train
5746,Karen Walker,Male,47,Island,Warm,High,Leisure,1,0,7,June,Bus
5747,Karen Gardner,Female,22,City,Cold,Medium,Leisure,2,1,11,August,Airplane
5748,Dennis Price,Female,40,Winery,Warm,Medium,Leisure,5,1,10,August,Car
5749,Allison Simmons,Male,18,Countryside,Hot,Medium,Leisure,2,1,10,July,Car
5750,Joel Page,Female,44,Lake,Warm,Low,Business,2,0,12,July,Car
5751,Jose Fritz,Male,61,Countryside,Hot,Low,Business,2,0,12,August,Bus
5752,Jared Thomas,Female,34,Photography Expedition,Warm,Low,Business,1,1,14,June,Bus
5753,Travis Cohen,Male,34,Ski Resort,Warm,High,Business,2,0,2,August,Car
5754,James Dorsey,Male,18,Spa Retreat,Cold,Medium,Leisure,2,1,6,August,Airplane
5755,Kimberly Davies,Female,52,Mountain,Warm,Medium,Business,3,0,9,June,Car
5756,Lydia Stephens,Female,31,City,Cold,Medium,Leisure,3,1,7,June,Train
5757,Lauren Wilson,Female,28,Spa Retreat,Hot,High,Business,1,0,1,August,Airplane
5758,Christopher Hale,Female,63,Countryside,Hot,High,Business,2,0,12,July,Ferry
5759,Megan Barr,Male,24,Village,Cold,Medium,Business,2,0,6,June,Airplane
5760,Patrick Harris,Male,57,Photography Expedition,Cold,Medium,Leisure,3,0,5,August,Car
5761,Kelly Chase,Female,29,Mountain,Warm,Medium,Business,5,1,10,August,Ferry
5762,Patricia Tapia,Female,59,Winery,Cold,High,Leisure,5,0,9,August,Train
5763,Jon Snyder,Male,41,City,Warm,High,Leisure,2,0,8,August,Airplane
5764,Michael Thornton,Male,61,Ski Resort,Hot,Low,Business,1,1,11,June,Train
5765,Regina Robinson,Male,58,Winery,Hot,High,Business,4,1,13,June,Car
5766,Jason Stone,Male,46,Lake,Cold,Low,Leisure,4,0,6,June,Bus
5767,Kelsey Williams,Male,53,Mountain,Warm,Low,Business,2,1,8,June,Ferry
5768,Julie Carter,Female,18,Winery,Cold,Medium,Leisure,1,1,11,July,Car
5769,Paige Smith,Male,38,Ski Resort,Cold,High,Leisure,5,1,3,August,Ferry
5770,Benjamin Wilson,Male,23,City,Cold,High,Leisure,4,1,2,August,Train
5771,Angela Smith,Male,54,Village,Warm,High,Leisure,2,0,7,June,Airplane
5772,Jeremy Andrews,Male,28,Mountain,Cold,High,Leisure,3,1,11,June,Ferry
5773,Timothy Norris,Female,36,Spa Retreat,Warm,High,Leisure,4,1,7,August,Airplane
5774,Annette Young,Female,62,Island,Hot,Medium,Business,4,1,9,August,Bus
5775,Kristy Patrick,Male,50,Winery,Hot,Medium,Business,4,0,7,August,Train
5776,Thomas Flowers,Female,48,Mountain,Cold,High,Leisure,3,1,7,July,Airplane
5777,Meredith Short,Male,64,Ski Resort,Warm,Low,Leisure,1,0,10,August,Airplane
5778,Amy Walsh,Female,53,Lake,Cold,Medium,Business,4,1,10,July,Car
5779,Justin Rodriguez,Male,59,Mountain,Hot,High,Leisure,5,1,9,July,Airplane
5780,Roger Griffin,Female,52,Ski Resort,Hot,Low,Leisure,3,0,3,June,Airplane
5781,Kristen Austin,Female,57,City,Hot,Medium,Leisure,4,0,13,August,Airplane
5782,Jeremy Welch,Female,61,Lake,Warm,Low,Leisure,1,1,13,August,Bus
5783,Jason White,Female,48,Ski Resort,Hot,Medium,Leisure,1,0,7,August,Airplane
5784,Willie Miller,Male,54,Mountain,Warm,Low,Business,2,0,11,August,Train
5785,Kerri Liu,Female,45,City,Hot,High,Leisure,5,1,6,August,Ferry
5786,Jessica Lopez,Female,46,Village,Cold,High,Leisure,5,0,2,August,Airplane
5787,Mary Allen,Female,34,City,Cold,High,Leisure,4,0,7,July,Airplane
5788,Jordan Frost,Male,47,Mountain,Warm,Medium,Leisure,3,0,14,August,Bus
5789,Mr. Brian Gallagher,Female,54,Lake,Cold,Medium,Leisure,1,0,14,June,Ferry
5790,Ashley Webb,Female,52,Lake,Cold,Low,Business,1,0,8,August,Bus
5791,Matthew Martinez,Male,54,Spa Retreat,Hot,Medium,Business,5,1,6,July,Train
5792,Amy Chandler,Male,46,Lake,Cold,Medium,Leisure,4,1,6,June,Airplane
5793,Mary Duarte,Male,21,Countryside,Warm,Medium,Leisure,4,0,13,June,Train
5794,Jessica Williams,Male,34,Ski Resort,Warm,High,Business,5,0,11,August,Car
5795,Kevin Dixon,Male,19,Photography Expedition,Cold,Low,Leisure,2,1,11,June,Airplane
5796,Savannah Jackson,Male,32,City,Cold,High,Business,2,0,2,August,Car
5797,Christine Gibson,Male,30,Spa Retreat,Hot,Medium,Leisure,2,1,9,July,Train
5798,Pedro Glover,Male,25,Winery,Warm,High,Business,4,0,2,June,Airplane
5799,Zachary Rivers,Male,24,Photography Expedition,Hot,High,Leisure,4,0,6,June,Airplane
5800,Donald Lee,Female,46,Spa Retreat,Hot,Medium,Business,4,1,6,August,Car
5801,Laura Estrada,Male,32,Countryside,Cold,High,Leisure,3,1,12,June,Airplane
5802,Kathy Garcia,Female,18,Mountain,Warm,High,Leisure,5,1,2,June,Car
5803,Traci Campbell,Female,42,Lake,Cold,Low,Leisure,2,1,14,June,Train
5804,Valerie Snow,Female,51,Countryside,Cold,High,Leisure,1,1,6,July,Airplane
5805,Matthew Santana,Female,58,Village,Warm,Medium,Business,2,1,1,August,Bus
5806,Darren King,Female,23,Countryside,Hot,Low,Business,5,1,12,June,Airplane
5807,John Williams,Male,61,Island,Hot,Low,Business,2,1,13,June,Car
5808,Brett Evans,Female,50,Winery,Warm,Medium,Leisure,5,0,7,July,Train
5809,Pamela Ramos,Female,20,Photography Expedition,Warm,Low,Leisure,4,1,12,August,Car
5810,Michelle Mueller,Male,57,Mountain,Warm,Low,Leisure,3,1,6,July,Airplane
5811,Thomas Hood,Female,36,Spa Retreat,Hot,High,Business,4,0,1,August,Car
5812,John Gomez,Male,19,Ski Resort,Cold,Medium,Leisure,3,0,11,June,Airplane
5813,Dustin Romero,Female,61,Island,Warm,Medium,Business,3,1,8,July,Train
5814,Hannah Miller,Female,22,Ski Resort,Hot,Medium,Leisure,1,0,2,July,Train
5815,David King,Female,23,Village,Cold,High,Business,5,1,2,June,Car
5816,Dustin Gutierrez,Male,23,Village,Hot,High,Leisure,1,1,9,August,Car
5817,Sydney Vega,Male,40,City,Warm,Low,Leisure,4,0,7,August,Train
5818,David Mendoza,Female,24,City,Cold,Medium,Leisure,2,0,10,June,Train
5819,Debra Nichols,Female,45,Ski Resort,Cold,Medium,Business,2,1,2,June,Car
5820,Lisa Cox,Male,25,Island,Warm,High,Leisure,5,1,3,June,Bus
5821,Mary Alvarado,Female,49,Lake,Warm,Low,Leisure,2,1,5,July,Ferry
5822,Brandon Smith,Female,44,City,Warm,High,Leisure,4,0,12,August,Ferry
5823,Gregory Day,Female,49,Photography Expedition,Cold,High,Leisure,3,1,3,August,Bus
5824,Joseph Sharp,Male,30,Mountain,Hot,Medium,Leisure,1,0,9,June,Car
5825,Jessica Singleton,Male,37,Winery,Cold,Medium,Leisure,2,0,7,June,Airplane
5826,David Garcia,Male,32,Spa Retreat,Warm,Medium,Business,1,1,8,August,Bus
5827,Brandi Eaton,Male,55,Photography Expedition,Warm,Medium,Leisure,3,1,3,June,Car
5828,Jessica Thomas,Male,29,City,Hot,Low,Business,5,1,4,August,Bus
5829,Susan Lewis,Female,53,Spa Retreat,Cold,High,Business,1,1,13,June,Airplane
5830,Eric Jones,Female,23,Lake,Warm,High,Business,1,0,8,June,Car
5831,Julia Myers,Male,29,Island,Cold,Medium,Business,4,0,6,June,Bus
5832,Jennifer Mann,Female,46,Island,Cold,High,Business,4,1,14,August,Ferry
5833,Susan Hill,Female,53,Ski Resort,Hot,Medium,Leisure,2,0,12,June,Airplane
5834,Jessica Palmer,Male,62,Lake,Hot,Medium,Leisure,3,0,13,July,Car
5835,Christopher Hall,Female,58,Island,Warm,High,Business,4,1,7,July,Bus
5836,Michael Mills,Female,57,City,Hot,Medium,Leisure,4,0,4,July,Bus
5837,Antonio Parsons,Male,61,Winery,Cold,Low,Business,3,1,6,August,Ferry
5838,Morgan Hill,Male,43,City,Cold,Low,Leisure,2,1,10,August,Car
5839,Luis Donovan,Female,28,City,Cold,Low,Business,1,0,3,July,Ferry
5840,Jason Kim,Female,51,Winery,Cold,Medium,Business,4,0,5,August,Ferry
5841,Melissa Huff,Male,56,Village,Warm,High,Business,4,1,10,July,Ferry
5842,Jennifer Allison,Female,63,Winery,Hot,Medium,Leisure,1,0,6,August,Car
5843,Gloria Wolfe,Female,53,Ski Resort,Warm,Medium,Leisure,2,0,3,August,Train
5844,Lisa Mcguire,Female,49,Countryside,Warm,High,Leisure,5,0,3,June,Bus
5845,Christopher Brown,Female,45,Mountain,Warm,High,Business,3,0,1,June,Car
5846,Janice Thompson,Female,56,City,Hot,Medium,Business,5,0,3,August,Car
5847,Michael Wilson,Female,62,Lake,Warm,Medium,Leisure,2,0,2,June,Car
5848,Robert Marsh,Female,51,Spa Retreat,Cold,Low,Business,4,0,13,July,Ferry
5849,Michael Dean,Female,28,Countryside,Warm,High,Leisure,3,1,2,August,Bus
5850,Stephen Pittman,Male,25,City,Cold,Medium,Leisure,4,1,6,July,Train
5851,Jonathan Dunn,Male,56,Winery,Hot,Medium,Business,2,1,5,July,Train
5852,Diana Henry,Female,60,Countryside,Cold,High,Business,1,0,5,August,Train
5853,Tina Torres,Female,34,Lake,Cold,Low,Business,2,1,6,June,Train
5854,Paul Brooks,Male,56,Winery,Hot,High,Business,1,1,6,July,Airplane
5855,Michael Ashley,Male,31,Lake,Warm,Low,Business,1,1,6,June,Ferry
5856,Oscar Jones,Female,21,Winery,Cold,Medium,Business,2,1,13,August,Car
5857,Anthony Sanchez,Female,62,Village,Cold,Medium,Leisure,5,1,4,August,Airplane
5858,Michelle Benson,Male,51,Village,Cold,High,Business,5,1,4,August,Bus
5859,Colin Garcia,Male,52,Lake,Warm,Medium,Leisure,1,0,14,June,Ferry
5860,John Jones,Male,36,City,Cold,High,Leisure,2,0,5,August,Ferry
5861,Susan Travis,Female,40,Lake,Warm,High,Business,3,0,10,August,Train
5862,David Diaz,Male,41,Countryside,Hot,High,Leisure,3,1,14,July,Train
5863,Jerry Sexton,Female,29,Spa Retreat,Hot,High,Leisure,5,0,2,August,Bus
5864,James Davies,Male,26,Mountain,Hot,High,Business,5,0,1,August,Ferry
5865,Joshua Johnson,Female,54,Winery,Warm,Low,Leisure,4,0,9,August,Car
5866,Mr. Edward Small,Male,51,Village,Cold,Medium,Leisure,2,0,10,June,Car
5867,Annette Cabrera,Female,20,Island,Hot,Low,Business,2,1,1,June,Train
5868,James Mcdonald,Female,27,Mountain,Hot,Low,Business,2,1,11,August,Car
5869,Justin Guzman,Male,21,Village,Warm,Low,Leisure,1,1,2,June,Airplane
5870,Kevin Brown,Female,44,Spa Retreat,Warm,Medium,Business,5,0,10,July,Airplane
5871,Lee Ingram,Female,60,Photography Expedition,Cold,High,Business,1,1,6,June,Airplane
5872,Jonathan Smith,Female,44,Mountain,Cold,High,Business,4,0,7,July,Ferry
5873,Howard Fuller,Female,43,Mountain,Hot,Medium,Leisure,5,0,9,June,Ferry
5874,Bethany Combs,Male,40,Island,Cold,Medium,Business,1,1,14,June,Ferry
5875,Tim Mcclure,Male,48,Photography Expedition,Hot,Low,Business,5,1,2,July,Bus
5876,Charles Romero,Male,32,Village,Hot,Low,Business,5,0,3,June,Ferry
5877,Rodney Murphy,Male,60,Lake,Cold,High,Leisure,3,1,14,June,Train
5878,Christine Schwartz,Male,31,Lake,Warm,Low,Leisure,2,0,9,July,Car
5879,Richard Callahan Jr.,Male,49,Mountain,Hot,High,Business,1,0,14,June,Car
5880,Timothy Fields,Female,23,Spa Retreat,Hot,Medium,Business,4,0,5,August,Train
5881,Kimberly Clements,Male,19,Island,Warm,High,Business,2,1,10,August,Ferry
5882,Kristopher Salazar,Female,39,Mountain,Warm,Medium,Business,5,1,2,June,Train
5883,Robert Willis,Female,36,Mountain,Hot,Medium,Leisure,2,0,9,July,Train
5884,David Silva,Male,24,Village,Warm,High,Leisure,1,0,6,June,Train
5885,Ryan Ray,Male,26,Photography Expedition,Cold,High,Business,3,1,3,August,Airplane
5886,Ryan Santiago,Male,57,Spa Retreat,Hot,High,Leisure,5,1,8,June,Airplane
5887,Carolyn Bryan,Female,54,Spa Retreat,Warm,Medium,Business,5,0,11,June,Bus
5888,George Lamb,Female,51,Lake,Cold,Low,Leisure,1,1,12,June,Car
5889,Nicole Johnson,Female,30,Mountain,Cold,Low,Leisure,2,0,6,August,Car
5890,Michelle Hayes,Male,63,City,Cold,Low,Leisure,1,0,5,June,Bus
5891,Jeanne Hunter,Male,64,Countryside,Cold,Low,Leisure,3,0,12,July,Airplane
5892,Roger Austin,Male,43,Mountain,Cold,High,Business,5,1,7,July,Ferry
5893,Shawn Good,Male,51,Countryside,Hot,Low,Business,3,0,12,June,Airplane
5894,Cesar Hunt,Female,31,Island,Hot,Medium,Business,3,1,4,June,Bus
5895,Casey Quinn,Female,51,Ski Resort,Cold,Medium,Leisure,2,0,10,August,Car
5896,David Guzman,Male,29,Countryside,Hot,Low,Leisure,4,0,5,June,Train
5897,Sarah Wall,Male,36,Ski Resort,Warm,High,Business,3,1,9,June,Ferry
5898,Brian Figueroa,Male,57,Village,Cold,High,Business,3,0,11,July,Train
5899,Cheyenne Yoder,Female,35,Countryside,Hot,Medium,Leisure,4,1,2,August,Bus
5900,Christopher Pham,Female,34,Winery,Cold,Low,Leisure,3,0,5,June,Car
5901,Jesse Vance,Female,29,City,Warm,Low,Business,5,0,3,July,Ferry
5902,William Wheeler,Female,20,Countryside,Cold,Medium,Business,4,0,7,August,Airplane
5903,Oscar Jones,Female,60,Ski Resort,Cold,High,Business,5,1,12,June,Ferry
5904,David Edwards,Female,61,Spa Retreat,Cold,Low,Leisure,3,1,7,August,Train
5905,Bruce Coffey,Male,41,Village,Cold,Low,Business,4,1,9,June,Train
5906,Steven Brown,Male,41,Island,Warm,Low,Business,4,1,12,August,Car
5907,Carl Small,Female,33,Village,Warm,Medium,Business,3,1,8,August,Bus
5908,Stacey Snyder,Male,57,Photography Expedition,Warm,Low,Leisure,3,0,13,July,Car
5909,Olivia Perez,Male,26,Countryside,Hot,Low,Business,3,0,14,August,Train
5910,Misty Barry,Female,22,Ski Resort,Cold,Low,Business,4,0,9,August,Ferry
5911,Heather Scott,Female,28,City,Hot,High,Leisure,1,0,4,July,Bus
5912,Jose Grant,Female,25,Mountain,Hot,Low,Business,4,1,7,August,Bus
5913,Robin King,Female,26,Spa Retreat,Cold,Low,Business,5,0,9,June,Car
5914,Mckenzie Perry,Male,56,Ski Resort,Hot,Low,Leisure,2,1,12,August,Car
5915,Hunter Wilson,Female,49,Winery,Warm,Medium,Leisure,1,1,4,June,Bus
5916,Marissa Hayden,Male,21,Island,Warm,Medium,Leisure,5,0,10,July,Bus
5917,Amy Gonzales,Female,21,Winery,Warm,Medium,Leisure,2,1,11,August,Bus
5918,Walter Hayes,Male,60,Ski Resort,Warm,High,Business,3,1,8,August,Bus
5919,Joseph Lawson,Female,54,Lake,Cold,Medium,Business,4,1,3,August,Ferry
5920,Monique Newman,Female,23,Photography Expedition,Cold,High,Business,2,0,3,August,Bus
5921,Kathryn Williams,Female,39,Photography Expedition,Cold,Low,Business,5,1,7,July,Ferry
5922,Erika Hammond,Male,47,Island,Cold,Medium,Leisure,2,0,13,August,Train
5923,Sherry Moran,Female,63,Photography Expedition,Hot,Low,Business,5,1,3,August,Airplane
5924,Lisa Bowers,Female,62,Mountain,Hot,High,Business,2,1,4,July,Bus
5925,Jennifer Murray,Male,34,Spa Retreat,Warm,Low,Leisure,1,1,14,June,Train
5926,Jade Ruiz,Female,59,Island,Hot,High,Business,3,1,13,August,Car
5927,Jordan Bridges,Male,29,Winery,Warm,High,Leisure,4,0,6,June,Car
5928,Logan Curry,Female,21,Ski Resort,Cold,Medium,Leisure,4,1,3,July,Ferry
5929,William Rangel,Female,44,Winery,Hot,Medium,Business,4,1,3,July,Train
5930,Mrs. Lindsey Hill MD,Male,55,Ski Resort,Cold,High,Leisure,4,0,3,June,Airplane
5931,Calvin White,Male,20,Photography Expedition,Cold,Low,Business,2,0,10,July,Bus
5932,Kristin Sutton,Female,53,City,Warm,Medium,Leisure,4,1,3,June,Bus
5933,Karen Gardner,Female,38,Winery,Warm,Low,Leisure,3,0,6,August,Bus
5934,Crystal Sanford,Male,50,Winery,Warm,Medium,Leisure,3,1,1,July,Ferry
5935,Anthony Smith,Male,26,Mountain,Warm,Low,Business,4,0,12,July,Airplane
5936,Mary Valenzuela,Female,52,Winery,Cold,Medium,Business,5,0,3,June,Train
5937,Megan Barr,Male,20,Photography Expedition,Warm,High,Business,3,0,13,July,Ferry
5938,Nicholas Williams,Male,41,Winery,Hot,Low,Business,2,1,2,June,Airplane
5939,Michael Allen,Female,64,Ski Resort,Hot,Medium,Business,5,0,4,June,Car
5940,Gabriel Richards,Female,22,City,Cold,Low,Business,5,0,14,August,Car
5941,Allison Simmons,Female,40,City,Cold,High,Leisure,4,1,11,July,Car
5942,David Brooks,Female,43,Winery,Cold,High,Business,4,0,3,June,Ferry
5943,Carrie Garrett,Male,44,Mountain,Cold,Medium,Leisure,1,1,12,June,Ferry
5944,Jasmine Brady,Female,27,Spa Retreat,Warm,Medium,Leisure,4,0,8,July,Bus
5945,Thomas Wise,Female,56,Winery,Cold,High,Business,4,1,1,August,Train
5946,Duane Rivera,Female,55,Village,Warm,Medium,Leisure,2,1,14,July,Train
5947,Steven Phillips,Female,59,Winery,Cold,Low,Business,5,1,6,July,Ferry
5948,Joshua Russo,Male,62,Ski Resort,Hot,Low,Leisure,3,1,4,June,Train
5949,Brianna Sandoval,Female,23,Spa Retreat,Cold,Medium,Business,1,1,8,June,Car
5950,Jessica King,Female,47,City,Cold,Medium,Business,2,0,10,June,Train
5951,Kevin Downs,Female,40,Lake,Hot,Low,Leisure,2,1,9,August,Car
5952,Mr. Derek Colon DDS,Male,24,Spa Retreat,Warm,Medium,Business,2,1,12,July,Bus
5953,Timothy Allen,Female,46,Village,Warm,Medium,Business,1,0,2,July,Car
5954,Tina Sweeney,Female,22,City,Cold,High,Leisure,4,0,13,June,Ferry
5955,David Johnson,Female,21,Island,Hot,Medium,Business,2,1,14,June,Car
5956,Jennifer Lloyd,Male,25,Village,Warm,High,Leisure,5,0,6,June,Ferry
5957,Lindsey Day,Male,28,Countryside,Hot,Medium,Leisure,1,1,14,August,Bus
5958,Lori Cervantes,Female,18,Spa Retreat,Hot,Low,Business,3,1,7,August,Airplane
5959,Robert Taylor,Male,60,Village,Hot,Medium,Business,3,1,1,August,Airplane
5960,Patrick Clark,Female,57,Lake,Cold,Medium,Business,3,0,9,June,Ferry
5961,Shelly Leonard,Male,43,Mountain,Cold,Medium,Leisure,2,0,5,August,Car
5962,Luke Phillips,Male,36,Island,Warm,Low,Leisure,2,1,13,August,Car
5963,Patricia Galvan,Female,64,Mountain,Cold,Medium,Leisure,2,1,11,June,Bus
5964,Jessica Lin,Female,22,Village,Hot,Low,Business,1,1,13,June,Car
5965,William Gomez,Female,41,Island,Warm,Medium,Leisure,5,1,7,July,Train
5966,Rebecca Jefferson,Male,64,Photography Expedition,Warm,High,Business,3,0,3,July,Ferry
5967,Jesse Weiss,Male,31,Photography Expedition,Cold,Low,Leisure,3,1,10,August,Airplane
5968,Nicholas Williams,Female,48,Mountain,Hot,Medium,Leisure,1,1,6,August,Ferry
5969,Nicholas Barber,Male,35,Village,Cold,Low,Business,5,0,7,June,Ferry
5970,Melissa Reyes,Male,23,Countryside,Cold,Medium,Business,5,1,5,June,Airplane
5971,Nicole Anderson,Female,30,City,Warm,High,Business,1,1,3,July,Bus
5972,John Byrd,Male,61,Village,Hot,Medium,Leisure,5,0,12,July,Airplane
5973,Tracy Evans,Male,24,Mountain,Hot,High,Leisure,3,0,4,June,Ferry
5974,Barbara Diaz,Female,29,Ski Resort,Warm,Medium,Leisure,2,0,2,August,Ferry
5975,Michael Murray,Male,36,Ski Resort,Hot,Low,Business,2,0,3,July,Car
5976,Jimmy Johnson,Male,61,Lake,Cold,High,Business,4,0,9,August,Bus
5977,Mr. Anthony Schmidt,Male,50,Photography Expedition,Cold,High,Leisure,2,0,1,June,Train
5978,Phyllis Cobb,Female,30,Mountain,Hot,Low,Business,2,0,7,June,Bus
