,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation,Hobby,Language
4094,Cathy Smith,Male,62,Photography Expedition,Cold,Medium,Leisure,1,1,3,July,Bus,Intellectual Pursuits,EN
4095,Breanna Kim,Female,46,Winery,Warm,Medium,Leisure,3,1,9,July,Ferry,Outdoor Exploration,EN
4096,David Summers,Female,35,Ski Resort,Cold,High,Business,3,1,5,July,Ferry,Intellectual Pursuits,FR
4097,Kelly Jones,Male,26,Countryside,Cold,Low,Business,4,1,4,July,Airplane,Intellectual Pursuits,ZH
4098,Rachel Bennett,Female,34,City,Warm,High,Business,3,1,1,August,Train,Outdoor Exploration,ZH
4099,Karen Wallace,Female,52,Lake,Hot,High,Leisure,4,1,4,June,Airplane,Intellectual Pursuits,EN
4100,Alexander Cunningham,Female,23,Winery,Warm,High,Leisure,1,0,8,July,Ferry,Culinary,ZH
4101,Jennifer Clark,Female,18,Island,Hot,High,Leisure,5,0,13,August,Ferry,Outdoor Exploration,ZH
4102,Christopher Pena,Male,18,City,Cold,Medium,Business,1,1,10,July,Train,Intellectual Pursuits,FR
4103,Gina Bowers,Female,26,Ski Resort,Cold,Medium,Business,4,1,4,August,Car,Physical Sports,EN
4104,Amanda Perez,Male,49,Countryside,Hot,Medium,Business,1,0,13,July,Train,Physical Sports,EN
4105,Dennis Harrington,Male,26,Lake,Hot,High,Leisure,3,1,6,August,Airplane,Culinary,EN
4106,Andrea Ellis,Female,19,Photography Expedition,Hot,Medium,Leisure,1,1,6,June,Ferry,Creative Arts,ZH
4107,Jacqueline Fuller,Female,22,Winery,Cold,Medium,Leisure,2,0,8,August,Airplane,Physical Sports,EN
4108,Melissa Williams,Female,49,Countryside,Warm,Low,Business,3,0,2,June,Bus,Creative Arts,EN
4109,Andrew Nelson,Female,53,Island,Warm,Low,Business,5,1,6,July,Car,Intellectual Pursuits,ZH
4110,Patrick Walsh,Female,58,Village,Warm,High,Business,4,0,4,August,Train,Creative Arts,EN
4111,Michael Roberts,Female,56,Ski Resort,Hot,Low,Leisure,2,1,8,August,Airplane,Intellectual Pursuits,FR
4112,Andrea Patterson,Male,59,Island,Warm,High,Business,1,1,3,July,Ferry,Physical Sports,FR
4113,Christina Young MD,Male,27,Spa Retreat,Warm,High,Leisure,2,0,1,August,Airplane,Intellectual Pursuits,EN
4114,Heidi Williams,Female,63,Village,Warm,High,Leisure,2,0,12,July,Ferry,Culinary,EN
4115,Wayne Booth,Male,60,Photography Expedition,Warm,High,Business,1,0,13,July,Airplane,Culinary,EN
4116,Crystal Gonzalez,Male,35,City,Cold,Medium,Leisure,5,1,7,June,Bus,Outdoor Exploration,ZH
4117,Jennifer Shaw,Male,56,City,Warm,High,Business,1,0,6,August,Car,Culinary,FR
4118,Denise Harris,Female,37,Mountain,Hot,Low,Business,5,0,14,July,Bus,Outdoor Exploration,FR
4119,Dorothy Osborn,Male,19,Photography Expedition,Cold,Low,Leisure,1,0,7,August,Train,Physical Sports,EN
4120,Carlos Webster,Male,64,Island,Warm,Medium,Business,5,0,8,June,Bus,Outdoor Exploration,FR
4121,Kurt Herrera,Female,29,Photography Expedition,Cold,High,Leisure,4,1,7,June,Train,Creative Arts,ZH
4122,Brian Martin,Male,30,Village,Hot,Low,Business,2,0,5,June,Train,Intellectual Pursuits,FR
4123,Lauren Rogers,Female,26,Ski Resort,Cold,High,Business,1,1,6,June,Car,Creative Arts,ZH
4124,Connie Watson,Male,19,Spa Retreat,Hot,High,Leisure,4,0,6,August,Train,Intellectual Pursuits,ZH
4125,Maureen Fuentes,Female,23,Island,Hot,High,Business,2,0,14,August,Car,Intellectual Pursuits,FR
4126,Megan Jones,Female,38,Island,Cold,Low,Business,5,0,13,June,Bus,Creative Arts,FR
4127,Vanessa Warner,Male,57,Countryside,Cold,Medium,Leisure,1,0,10,June,Train,Intellectual Pursuits,EN
4128,Jared Chambers,Female,63,Mountain,Cold,Low,Business,2,1,8,August,Ferry,Creative Arts,EN
4129,James Peterson,Male,34,Ski Resort,Warm,Medium,Business,4,0,1,June,Car,Creative Arts,FR
4130,Erin Heath,Female,51,Spa Retreat,Cold,Low,Business,5,1,2,June,Bus,Culinary,EN
4131,Jaime Robinson,Female,19,Photography Expedition,Warm,Medium,Leisure,5,1,3,August,Airplane,Culinary,EN
4132,Emily Bryant,Male,22,Winery,Cold,High,Leisure,1,0,5,June,Train,Creative Arts,FR
4133,Peter Parker,Male,49,Photography Expedition,Warm,Low,Leisure,2,1,2,July,Car,Culinary,ZH
4134,Richard Taylor,Male,59,Lake,Warm,Low,Leisure,5,0,2,August,Airplane,Creative Arts,ZH
4135,Mr. Larry Harper,Male,27,Spa Retreat,Hot,Low,Business,2,0,8,June,Bus,Creative Arts,EN
4136,Diana Gonzalez,Female,20,Winery,Warm,High,Business,3,0,3,July,Car,Physical Sports,ZH
4137,Courtney Hall,Female,20,Island,Hot,High,Leisure,3,1,6,August,Car,Intellectual Pursuits,FR
4138,Carol Hendricks,Male,29,Spa Retreat,Warm,High,Business,3,0,5,August,Airplane,Outdoor Exploration,ZH
4139,Jody Sutton,Male,25,Spa Retreat,Hot,High,Business,3,1,4,July,Train,Culinary,FR
4140,Mark Bernard,Female,23,Island,Hot,Low,Business,4,1,7,July,Bus,Culinary,FR
4141,Christina Johnson,Male,36,Island,Hot,High,Business,1,0,6,July,Airplane,Creative Arts,EN
4142,Alyssa Osborn,Female,19,Ski Resort,Hot,Low,Business,2,1,11,July,Bus,Physical Sports,EN
4143,Keith Patel,Female,37,Mountain,Cold,Medium,Business,5,0,3,June,Car,Creative Arts,ZH
4144,Ashley Leon,Male,64,Spa Retreat,Cold,High,Leisure,3,1,7,August,Car,Culinary,FR
4145,Travis Thomas,Female,41,Village,Warm,Medium,Leisure,2,0,4,June,Ferry,Intellectual Pursuits,EN
4146,Allison Duncan,Female,28,Winery,Cold,Medium,Leisure,5,1,7,June,Ferry,Creative Arts,FR
4147,Jason Yu,Male,38,Island,Warm,High,Business,4,0,5,June,Bus,Creative Arts,EN
4148,Jessica Miles,Female,40,Photography Expedition,Cold,Medium,Leisure,5,0,9,August,Ferry,Intellectual Pursuits,ZH
4149,Nicole Heath,Female,30,City,Warm,Medium,Business,4,0,14,August,Airplane,Physical Sports,ZH
4150,Rebecca Dixon,Male,35,Village,Hot,High,Leisure,4,1,7,June,Airplane,Outdoor Exploration,EN
4151,Evelyn Thompson,Male,38,Countryside,Hot,Medium,Leisure,4,0,11,August,Airplane,Creative Arts,EN
4152,Mary Johnson,Female,41,Mountain,Cold,Low,Business,5,0,7,August,Bus,Outdoor Exploration,EN
4153,Michael Trevino,Male,56,Lake,Hot,Low,Business,2,1,10,June,Car,Intellectual Pursuits,EN
4154,Cameron Willis,Male,40,Photography Expedition,Hot,High,Leisure,3,1,1,July,Car,Creative Arts,FR
4155,Randy Lee,Male,50,Village,Hot,High,Leisure,5,0,8,June,Train,Outdoor Exploration,FR
4156,Kara Johnson,Female,21,Spa Retreat,Warm,Low,Business,1,1,11,June,Car,Creative Arts,ZH
4157,Jeanne Gordon,Female,27,Island,Warm,High,Leisure,5,1,11,July,Train,Physical Sports,ZH
4158,Jennifer Rodriguez,Female,51,Mountain,Hot,Medium,Business,5,0,10,June,Airplane,Outdoor Exploration,EN
4159,Amy Johnson,Female,46,Winery,Cold,High,Leisure,2,1,11,June,Airplane,Intellectual Pursuits,FR
4160,Erika Jones,Male,63,Countryside,Warm,Low,Business,4,0,7,July,Bus,Culinary,EN
4161,Mark Martinez,Female,62,Village,Cold,High,Leisure,4,1,2,June,Train,Creative Arts,EN
4162,Beverly Watson DVM,Female,47,Lake,Cold,Medium,Leisure,5,1,7,July,Car,Creative Arts,FR
4163,Joann Arnold,Female,39,Lake,Cold,Low,Leisure,2,0,14,August,Car,Culinary,ZH
4164,Evan Cordova,Female,30,Lake,Cold,Low,Leisure,2,0,8,July,Airplane,Creative Arts,FR
4165,Jorge Gallegos,Female,58,Village,Warm,High,Business,2,1,12,July,Airplane,Outdoor Exploration,EN
4166,Oscar Avery,Male,38,Countryside,Hot,High,Business,2,0,14,July,Car,Intellectual Pursuits,FR
4167,Katherine White DVM,Male,31,Winery,Hot,High,Leisure,2,0,5,July,Car,Intellectual Pursuits,EN
4168,Joan Carrillo,Male,27,Mountain,Warm,Medium,Leisure,3,1,10,August,Ferry,Creative Arts,EN
4169,James Parsons,Female,58,Island,Hot,Medium,Leisure,4,1,7,July,Ferry,Physical Sports,ZH
4170,Cheyenne Brandt,Female,49,Photography Expedition,Cold,Medium,Leisure,1,1,14,July,Airplane,Intellectual Pursuits,ZH
4171,Sonya Phillips,Male,47,Lake,Hot,Low,Business,1,0,2,June,Airplane,Culinary,EN
4172,Suzanne Jones,Male,59,Photography Expedition,Cold,High,Leisure,1,1,3,June,Airplane,Intellectual Pursuits,EN
4173,Devon Jordan,Female,48,Mountain,Warm,High,Leisure,3,0,13,August,Airplane,Intellectual Pursuits,ZH
4174,Lori Brown,Male,51,Island,Hot,High,Business,4,0,10,August,Ferry,Culinary,FR
4175,William Wilson,Female,56,Spa Retreat,Warm,Medium,Business,2,0,14,June,Ferry,Culinary,FR
4176,Roberto Love,Male,28,Photography Expedition,Cold,High,Business,3,1,4,July,Airplane,Culinary,EN
4177,James Harmon,Female,35,Winery,Hot,High,Leisure,2,1,4,June,Bus,Physical Sports,EN
4178,Renee Silva,Female,59,Lake,Cold,High,Leisure,3,0,6,August,Train,Physical Sports,EN
4179,Gabrielle Griffin,Male,24,Mountain,Hot,High,Business,3,1,14,August,Airplane,Outdoor Exploration,FR
4180,Kenneth Morrison,Male,41,Village,Warm,Low,Leisure,2,1,8,August,Airplane,Culinary,ZH
4181,Gina Brown,Female,27,Countryside,Cold,Low,Leisure,1,1,12,July,Car,Outdoor Exploration,EN
4182,Isabella Jones,Male,62,Village,Hot,Medium,Business,1,1,10,August,Bus,Physical Sports,EN
4183,Daniel Benton,Male,36,Village,Hot,High,Leisure,4,0,8,August,Bus,Culinary,ZH
4184,Marcus Zimmerman,Female,49,Winery,Cold,Low,Business,1,1,14,August,Car,Culinary,EN
4185,Joseph Vasquez,Female,28,Lake,Cold,Low,Business,5,1,2,August,Train,Outdoor Exploration,ZH
4186,Anthony Chavez,Female,35,Winery,Hot,Medium,Business,2,0,5,June,Ferry,Intellectual Pursuits,EN
4187,Shawna Jenkins,Male,62,Village,Hot,High,Leisure,2,1,13,July,Car,Outdoor Exploration,ZH
4188,Clayton Avila,Female,23,Countryside,Hot,Low,Leisure,5,1,14,July,Airplane,Creative Arts,ZH
4189,Anthony Robles,Male,46,Photography Expedition,Hot,High,Leisure,3,0,11,July,Airplane,Physical Sports,ZH
4190,Jeffrey Davis MD,Female,27,Winery,Warm,Medium,Leisure,2,0,10,July,Car,Intellectual Pursuits,ZH
4191,David Grant,Female,20,Winery,Cold,High,Business,2,0,10,July,Train,Creative Arts,ZH
4192,Emily Greer,Female,18,Spa Retreat,Warm,Medium,Leisure,4,0,13,June,Bus,Creative Arts,EN
4193,Mr. Jonathan Mayo DDS,Male,40,Winery,Warm,Medium,Business,5,1,3,June,Train,Outdoor Exploration,FR
4194,Tasha Patterson,Male,54,Island,Hot,High,Leisure,3,0,8,July,Airplane,Culinary,ZH
4195,Curtis Hayden,Female,21,Spa Retreat,Cold,Low,Leisure,2,1,9,July,Ferry,Culinary,EN
4196,Micheal Anderson,Female,53,Spa Retreat,Hot,High,Leisure,1,0,3,August,Ferry,Culinary,FR
4197,Robert Cox,Female,34,Mountain,Warm,High,Leisure,5,1,1,June,Car,Culinary,ZH
4198,Stephanie Davis,Female,34,Spa Retreat,Warm,High,Leisure,5,1,10,July,Bus,Culinary,FR
4199,Zachary Goodman,Male,23,Island,Cold,Medium,Leisure,3,0,7,August,Ferry,Culinary,ZH
4200,Cody Cruz,Female,56,Photography Expedition,Hot,High,Leisure,3,1,11,July,Airplane,Creative Arts,ZH
4201,Erin Dawson,Male,39,Lake,Warm,Medium,Business,2,1,11,June,Airplane,Intellectual Pursuits,FR
4202,Jonathan Davis,Female,28,Lake,Cold,Medium,Business,3,1,8,June,Train,Creative Arts,EN
4203,Jonathan Salas,Female,60,Village,Cold,Medium,Leisure,5,0,8,August,Train,Physical Sports,EN
4204,Douglas Collins,Female,37,Countryside,Hot,Medium,Business,5,1,10,August,Bus,Culinary,FR
4205,Jennifer Hall,Female,54,Spa Retreat,Cold,High,Leisure,5,0,10,July,Car,Creative Arts,EN
4206,Ashlee Johnson,Male,53,Spa Retreat,Hot,High,Leisure,4,1,6,June,Bus,Physical Sports,EN
4207,Stacy Coleman,Male,40,Spa Retreat,Cold,Medium,Business,3,1,3,August,Train,Culinary,FR
4208,Timothy Green,Female,26,Mountain,Cold,High,Leisure,3,0,10,July,Airplane,Outdoor Exploration,FR
4209,Julia Bell,Male,51,City,Cold,Low,Leisure,1,0,12,August,Car,Outdoor Exploration,EN
4210,Melissa Hamilton,Male,52,Spa Retreat,Hot,Medium,Leisure,4,1,14,August,Bus,Creative Arts,EN
4211,Justin Simmons MD,Male,41,City,Hot,High,Business,3,0,10,July,Car,Creative Arts,EN
4212,James Johnson,Male,59,Lake,Warm,Medium,Leisure,2,1,3,July,Train,Intellectual Pursuits,EN
4213,Sean Edwards,Male,39,Photography Expedition,Warm,Medium,Leisure,4,1,14,July,Ferry,Outdoor Exploration,FR
4214,Todd Smith,Male,43,Ski Resort,Hot,High,Leisure,5,1,5,August,Bus,Outdoor Exploration,ZH
4215,Linda Crawford,Male,58,Winery,Hot,Medium,Leisure,4,0,9,July,Ferry,Outdoor Exploration,EN
4216,Ashley Simpson,Male,56,City,Warm,High,Leisure,5,0,9,June,Airplane,Intellectual Pursuits,FR
4217,Dorothy Martin,Male,60,Photography Expedition,Hot,High,Leisure,4,0,3,August,Ferry,Physical Sports,ZH
4218,Eric Arellano,Female,33,Photography Expedition,Hot,High,Leisure,3,1,2,June,Ferry,Physical Sports,EN
4219,Ricardo Henry,Male,60,Countryside,Cold,Low,Leisure,4,1,10,August,Bus,Intellectual Pursuits,FR
4220,Daniel Hall,Male,28,Lake,Cold,Low,Leisure,5,0,14,June,Car,Culinary,FR
4221,Mrs. Amy Johnson,Male,34,Spa Retreat,Cold,Medium,Leisure,4,1,13,August,Ferry,Physical Sports,FR
4222,Zachary Snyder,Male,34,Lake,Hot,High,Business,2,1,11,August,Train,Creative Arts,ZH
4223,Adam Hahn MD,Male,40,City,Warm,Low,Business,5,1,6,July,Car,Culinary,ZH
4224,Elizabeth Sawyer,Female,38,Village,Hot,Medium,Leisure,1,1,12,August,Airplane,Culinary,EN
4225,Amanda Johnson,Female,46,Countryside,Warm,Low,Leisure,1,0,10,July,Airplane,Culinary,EN
4226,Mathew Ramirez,Male,33,Lake,Cold,Low,Leisure,3,1,9,June,Car,Physical Sports,ZH
4227,Jill Ramos,Female,45,Photography Expedition,Warm,Low,Business,5,1,12,August,Ferry,Creative Arts,ZH
4228,Matthew Taylor,Female,62,Winery,Warm,Medium,Business,3,1,5,July,Train,Creative Arts,ZH
4229,Patrick Tyler,Male,39,Mountain,Cold,Medium,Business,1,1,14,July,Train,Culinary,FR
4230,Marissa Brown,Male,37,Photography Expedition,Cold,Medium,Business,2,1,1,June,Ferry,Physical Sports,ZH
4231,Robert Wagner,Male,50,Mountain,Hot,High,Business,4,1,3,August,Car,Physical Sports,FR
4232,Jon Tran,Female,52,Lake,Cold,High,Leisure,4,0,10,July,Ferry,Intellectual Pursuits,EN
4233,Crystal Thomas,Female,35,Ski Resort,Cold,Medium,Leisure,3,0,6,June,Car,Intellectual Pursuits,FR
4234,Danny Petty,Male,33,Village,Cold,High,Leisure,3,1,11,August,Car,Creative Arts,ZH
4235,Lance Harris,Female,55,Village,Warm,Low,Leisure,1,1,6,July,Car,Outdoor Exploration,ZH
4236,Nicole Heath,Female,24,Ski Resort,Cold,High,Business,1,0,1,June,Bus,Intellectual Pursuits,ZH
4237,Paul Johnson,Male,48,City,Warm,High,Leisure,3,0,13,June,Airplane,Creative Arts,ZH
4238,James Griffith,Female,32,Island,Hot,High,Leisure,4,0,14,June,Airplane,Culinary,EN
4239,Kenneth Gutierrez,Male,24,Spa Retreat,Cold,High,Business,1,1,6,June,Bus,Physical Sports,EN
4240,Logan Jackson,Male,62,Island,Cold,High,Leisure,2,0,14,June,Car,Intellectual Pursuits,FR
4241,Damon Ellis,Male,36,Mountain,Hot,High,Leisure,1,1,5,June,Car,Physical Sports,ZH
4242,Michele Wheeler,Male,48,Island,Warm,Low,Leisure,5,0,8,August,Train,Outdoor Exploration,ZH
4243,James Singh,Male,30,Village,Warm,High,Leisure,3,0,4,June,Bus,Creative Arts,FR
4244,Kurt Foster,Male,53,Countryside,Warm,Medium,Leisure,2,1,6,June,Car,Creative Arts,FR
4245,Michael Anderson,Female,44,Photography Expedition,Cold,Medium,Leisure,1,1,8,June,Airplane,Intellectual Pursuits,ZH
4246,Derek Willis,Male,63,Lake,Warm,Medium,Business,5,1,1,July,Train,Intellectual Pursuits,EN
4247,Jessica Moore,Male,48,Ski Resort,Cold,Low,Leisure,2,0,11,June,Airplane,Culinary,FR
4248,Jason Branch,Male,55,Village,Warm,Low,Leisure,3,1,6,August,Ferry,Outdoor Exploration,EN
4249,Jose Lane,Female,40,Mountain,Warm,Low,Business,5,0,2,June,Bus,Physical Sports,ZH
4250,Christopher Salinas,Female,64,City,Warm,Low,Leisure,3,1,14,July,Car,Intellectual Pursuits,EN
4251,Amber Donaldson,Male,54,Lake,Hot,High,Business,4,1,2,August,Train,Creative Arts,ZH
4252,Jermaine Smith,Female,30,Village,Cold,High,Business,5,1,4,June,Car,Culinary,ZH
4253,Joe Lopez,Female,40,Mountain,Cold,Medium,Business,5,0,8,August,Bus,Intellectual Pursuits,ZH
4254,Mark Meadows,Male,29,Island,Hot,Low,Business,1,0,9,August,Bus,Intellectual Pursuits,ZH
4255,Susan Hernandez,Female,20,Village,Warm,Low,Leisure,5,0,3,July,Bus,Intellectual Pursuits,FR
4256,Emily Thompson,Male,51,Countryside,Hot,High,Leisure,2,0,10,July,Bus,Physical Sports,ZH
4257,Michael Flores,Male,36,Photography Expedition,Cold,Low,Leisure,3,0,12,August,Ferry,Physical Sports,FR
4258,Autumn Scott,Female,42,City,Warm,High,Business,3,1,14,August,Airplane,Physical Sports,FR
4259,Christopher Campbell,Female,60,Lake,Warm,Low,Leisure,2,1,2,July,Ferry,Intellectual Pursuits,EN
4260,Melissa Medina,Female,27,Countryside,Hot,High,Leisure,4,1,14,July,Ferry,Creative Arts,FR
4261,Angela Singh,Female,48,City,Hot,Medium,Leisure,4,1,8,June,Train,Intellectual Pursuits,FR
4262,Tracy Blackburn,Female,36,Mountain,Warm,Medium,Leisure,2,0,1,August,Ferry,Outdoor Exploration,ZH
4263,Richard Gill,Male,57,Island,Hot,Low,Leisure,1,1,7,August,Car,Creative Arts,EN
4264,Anthony Lambert,Male,50,Village,Cold,High,Leisure,4,1,12,July,Ferry,Intellectual Pursuits,ZH
4265,Casey Coleman,Female,39,Ski Resort,Warm,High,Leisure,1,1,1,August,Ferry,Intellectual Pursuits,ZH
4266,Keith Johnson,Male,62,Mountain,Warm,Medium,Business,1,1,2,June,Bus,Creative Arts,FR
4267,Casey Strickland,Male,56,Countryside,Warm,Medium,Business,3,0,14,June,Bus,Intellectual Pursuits,FR
4268,Lori Williams,Male,47,City,Warm,High,Leisure,1,0,8,June,Train,Physical Sports,ZH
4269,Mark Glover,Male,23,Photography Expedition,Cold,High,Leisure,5,1,3,August,Train,Outdoor Exploration,ZH
4270,James Delgado,Male,35,Winery,Cold,Low,Leisure,5,0,11,July,Bus,Intellectual Pursuits,FR
4271,Danielle Jenkins,Female,23,Village,Hot,Medium,Leisure,4,1,6,July,Car,Culinary,FR
4272,John Green,Female,32,Photography Expedition,Hot,Medium,Business,3,1,10,June,Bus,Physical Sports,ZH
4273,Kathleen Macias,Female,32,City,Hot,Medium,Business,1,1,12,July,Train,Intellectual Pursuits,FR
4274,Anthony Stein,Female,63,Lake,Cold,High,Business,2,0,6,June,Train,Creative Arts,EN
4275,Mary Ward,Female,61,Island,Hot,High,Business,2,1,2,July,Ferry,Creative Arts,EN
4276,Raymond Petersen,Male,40,Ski Resort,Cold,Medium,Business,3,1,2,July,Airplane,Creative Arts,EN
4277,Jack Cowan,Male,32,Ski Resort,Warm,High,Leisure,5,0,9,June,Train,Outdoor Exploration,FR
4278,Amanda Fisher,Male,34,Mountain,Warm,Medium,Leisure,2,1,9,August,Car,Physical Sports,ZH
4279,Edward Fernandez,Female,18,Winery,Cold,Low,Business,4,1,2,July,Ferry,Creative Arts,EN
4280,Riley Espinoza,Male,54,Mountain,Cold,Medium,Leisure,5,0,8,July,Car,Creative Arts,ZH
4281,James Young,Male,55,City,Cold,Low,Business,2,1,13,June,Bus,Outdoor Exploration,EN
4282,Brandi Mckenzie,Male,28,Countryside,Cold,High,Business,1,0,2,July,Ferry,Creative Arts,ZH
4283,Rita Rose,Male,32,Photography Expedition,Warm,High,Leisure,3,0,8,August,Ferry,Creative Arts,EN
4284,Brandon Lynn,Female,38,Mountain,Hot,Low,Business,4,1,12,July,Bus,Physical Sports,ZH
4285,Judith Alvarado,Male,60,Lake,Cold,Medium,Leisure,1,0,12,August,Car,Intellectual Pursuits,ZH
4286,Jeremy Sandoval,Male,47,Village,Cold,Low,Leisure,5,0,11,June,Bus,Culinary,FR
4287,Mr. Matthew Anderson,Male,27,Countryside,Warm,Medium,Business,1,1,7,June,Ferry,Culinary,EN
4288,Todd Lopez,Female,36,Photography Expedition,Cold,Low,Business,2,0,6,August,Ferry,Creative Arts,ZH
4289,Jason Sanchez,Male,28,Countryside,Warm,Low,Business,4,1,3,July,Bus,Intellectual Pursuits,FR
4290,Kevin Diaz,Male,42,Island,Cold,Medium,Leisure,5,1,1,July,Bus,Outdoor Exploration,ZH
4291,Danielle Garza,Male,18,Island,Warm,High,Leisure,2,0,12,July,Car,Creative Arts,ZH
4292,Brianna Owens,Male,52,Photography Expedition,Warm,Medium,Leisure,2,1,13,July,Airplane,Culinary,ZH
4293,Casey Johnson,Male,29,Mountain,Cold,Low,Leisure,1,1,9,August,Bus,Physical Sports,FR
4294,Duane Wells,Male,49,Village,Hot,High,Business,3,1,10,July,Airplane,Intellectual Pursuits,FR
4295,Christina Johnson,Female,55,Mountain,Cold,High,Leisure,3,1,10,June,Car,Intellectual Pursuits,ZH
4296,Rachel Jimenez,Male,34,City,Cold,Medium,Leisure,4,0,8,June,Car,Outdoor Exploration,FR
4297,Erin Dawson,Female,24,Countryside,Cold,High,Leisure,3,0,5,July,Ferry,Physical Sports,FR
4298,Martha Rangel,Female,20,Mountain,Cold,Low,Business,5,0,5,August,Bus,Culinary,ZH
4299,Marilyn Brown,Female,49,Mountain,Hot,High,Business,4,1,12,August,Bus,Physical Sports,FR
4300,Christian Wood,Female,33,City,Warm,High,Business,4,0,12,June,Train,Creative Arts,EN
4301,Sarah Shepherd,Male,27,Village,Hot,Medium,Leisure,5,1,4,June,Train,Physical Sports,EN
4302,Jean Fisher,Male,38,Countryside,Warm,High,Leisure,3,1,1,August,Bus,Culinary,EN
4303,Nicholas Sharp,Female,39,Countryside,Hot,High,Business,3,1,11,August,Train,Physical Sports,FR
4304,Christopher Johnston,Male,35,Village,Cold,Low,Leisure,4,0,5,August,Bus,Outdoor Exploration,ZH
4305,Earl Elliott,Female,60,Winery,Warm,Medium,Business,5,0,13,June,Train,Culinary,ZH
4306,Michael Fernandez,Female,59,Countryside,Cold,Low,Leisure,4,0,5,August,Car,Intellectual Pursuits,EN
4307,Matthew Curtis,Male,41,Ski Resort,Cold,Medium,Leisure,1,1,13,June,Ferry,Physical Sports,EN
4308,Stephen Parrish,Male,30,Village,Warm,High,Business,2,1,10,August,Airplane,Culinary,ZH
4309,April Jensen,Male,61,Island,Cold,Medium,Business,2,0,9,August,Airplane,Physical Sports,FR
4310,Sydney Davis,Male,21,Winery,Cold,High,Business,1,0,6,August,Ferry,Creative Arts,FR
4311,Grace Carter,Female,55,Countryside,Hot,Medium,Leisure,3,1,14,June,Train,Outdoor Exploration,FR
4312,Gilbert Lewis,Male,45,Countryside,Cold,Medium,Business,2,1,11,June,Train,Culinary,ZH
4313,Alexis Smith,Female,48,Lake,Warm,Medium,Business,3,0,5,July,Ferry,Culinary,EN
4314,Annette Hess,Male,35,Mountain,Hot,Low,Leisure,1,0,14,August,Bus,Culinary,FR
4315,Kyle Schultz,Male,52,Lake,Hot,High,Leisure,3,0,4,June,Ferry,Physical Sports,ZH
4316,Sarah Riggs,Male,26,Village,Warm,Low,Business,2,0,1,July,Bus,Creative Arts,ZH
4317,Amber Chavez,Male,37,Mountain,Warm,Low,Business,1,0,6,July,Ferry,Intellectual Pursuits,EN
4318,Lindsey Ball,Male,42,Lake,Hot,Medium,Leisure,3,0,14,June,Bus,Outdoor Exploration,ZH
4319,Sean Johnson,Male,55,Island,Cold,Medium,Business,5,0,13,August,Ferry,Intellectual Pursuits,EN
4320,Amber Chavez,Female,44,Village,Hot,Medium,Leisure,3,0,8,June,Airplane,Outdoor Exploration,EN
4321,Rhonda Morales,Female,34,Spa Retreat,Warm,Low,Business,2,1,8,June,Ferry,Intellectual Pursuits,ZH
4322,Andrew Hernandez,Male,59,Countryside,Cold,Medium,Leisure,4,0,4,June,Train,Intellectual Pursuits,FR
4323,Tina Mcknight,Female,45,Village,Hot,High,Leisure,2,0,11,August,Airplane,Creative Arts,FR
4324,Richard Green,Female,33,Lake,Cold,Medium,Leisure,2,0,4,August,Ferry,Creative Arts,FR
4325,Michael Howard,Female,57,Lake,Warm,High,Business,4,1,11,July,Car,Physical Sports,EN
4326,Kimberly Cline,Male,40,Countryside,Hot,Low,Business,3,1,7,June,Bus,Outdoor Exploration,EN
4327,Ashley Wallace,Male,50,Winery,Hot,Medium,Leisure,5,0,10,August,Train,Culinary,EN
4328,Steven Maldonado,Female,18,Photography Expedition,Cold,Medium,Business,5,1,7,August,Car,Intellectual Pursuits,FR
4329,Shawn Savage,Female,31,Spa Retreat,Cold,Medium,Business,2,1,9,July,Airplane,Intellectual Pursuits,FR
4330,Kelly Page,Male,32,City,Warm,Low,Leisure,5,1,13,June,Train,Culinary,EN
4331,Chad Smith,Female,18,Winery,Hot,Low,Business,1,1,13,July,Train,Physical Sports,ZH
4332,Ashley Flores,Female,25,Lake,Warm,Medium,Business,5,1,5,July,Ferry,Physical Sports,FR
4333,Amy Martinez,Male,19,Ski Resort,Cold,Medium,Business,2,0,10,July,Train,Physical Sports,FR
4334,Jennifer Taylor,Male,63,Mountain,Cold,Low,Leisure,5,1,10,June,Car,Physical Sports,EN
4335,Billy Monroe,Female,51,Island,Cold,Low,Business,2,0,4,June,Train,Physical Sports,EN
4336,Deborah Brown,Male,44,Countryside,Cold,Medium,Business,4,1,8,August,Ferry,Physical Sports,ZH
4337,Mr. Matthew Anderson,Male,34,City,Warm,Low,Business,2,1,14,June,Ferry,Creative Arts,EN
4338,Ashley Smith,Female,60,Winery,Hot,High,Business,1,0,1,June,Train,Creative Arts,ZH
4339,Thomas Davidson,Female,37,Winery,Hot,High,Business,3,1,1,August,Bus,Outdoor Exploration,FR
4340,Tammy Sanders,Male,35,Countryside,Cold,Medium,Business,3,0,6,July,Ferry,Physical Sports,FR
4341,Scott Robinson,Female,44,Island,Warm,High,Business,5,1,9,August,Bus,Outdoor Exploration,FR
4342,Rachel Morgan,Male,20,City,Hot,Low,Leisure,3,1,5,August,Car,Culinary,EN
4343,Russell Edwards,Female,29,Winery,Warm,Medium,Business,3,0,13,July,Car,Creative Arts,ZH
